Product ,  , 
Product ,  , 
Product , Yield , Error
Mo115 ,6.15354E-10,3.93827E-10
Mo116 ,4.62000E-11,2.95680E-11
Tc93 ,0.00000E+00,0.00000E+00
Tc95 ,1.44000E-11,9.21599E-12
Tc95m ,1.77000E-12,1.13280E-12
Tc97 ,7.50000E-09,4.80000E-09
Tc97m ,7.50000E-09,4.80000E-09
Tc98 ,2.39000E-07,1.52960E-07
Tc99 ,2.78000E-06,1.77920E-06
Tc99m ,3.44000E-07,2.20160E-07
Tc100 ,2.30600E-05,1.47584E-05
Tc101 ,1.33690E-04,8.55616E-05
Tc102 ,2.88580E-04,1.84691E-04
Tc102m ,2.88580E-04,1.84691E-04
Tc103 ,1.65729E-03,1.06066E-03
Tc104 ,2.33969E-03,1.49740E-03
Tc105 ,4.63870E-03,2.96877E-03
Tc106 ,6.07005E-03,2.73152E-03
Tc107 ,7.82922E-03,5.01070E-03
Tc108 ,7.69001E-03,4.92160E-03
Tc109 ,5.99048E-03,3.83390E-03
Tc110 ,2.85695E-03,1.82845E-03
Tc111 ,1.24042E-03,7.93868E-04
Tc112 ,4.58920E-04,2.93709E-04
Tc113 ,8.11235E-05,5.19191E-05
Tc114 ,1.17400E-05,7.51360E-06
Tc115 ,8.27239E-07,5.29433E-07
Tc116 ,1.54000E-07,9.85599E-08
Tc117 ,2.68385E-09,1.71766E-09
Tc118 ,2.32817E-10,1.49003E-10
Tc119 ,2.66662E-11,1.70664E-11
Ru95 ,0.00000E+00,0.00000E+00
Ru96 ,0.00000E+00,0.00000E+00
Ru97 ,1.46000E-12,9.34399E-13
Ru98 ,5.85000E-11,3.74400E-11
Ru99 ,1.91000E-09,1.22240E-09
Ru100 ,3.41000E-08,2.18240E-08
Ru101 ,4.73000E-07,3.02720E-07
Ru102 ,4.83000E-06,3.09120E-06
Ru103 ,2.88900E-05,1.84896E-05
Ru104 ,6.34800E-05,4.06272E-05
Ru105 ,2.40290E-04,1.53786E-04
Ru106 ,7.05950E-04,4.51808E-04
Ru107 ,2.10113E-03,1.34472E-03
Ru108 ,4.42423E-03,2.83151E-03
Ru109 ,3.59247E-03,2.29918E-03
Ru109m ,3.59247E-03,2.29918E-03
Ru110 ,7.45936E-03,4.77399E-03
Ru111 ,6.99921E-03,4.47949E-03
Ru112 ,5.58744E-03,3.57596E-03
Ru113 ,2.23999E-03,1.43359E-03
