Product ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Cs134m ; 3.23002E-9 ; 2.06721E-9 ; 1.025E-6 ; 6.56003E-7
Cs135 ; 1.85501E-7 ; 1.18721E-7 ; 1.33601E-5 ; 8.55044E-6
Cs135m ; 1.85501E-7 ; 1.18721E-7 ; 1.33601E-5 ; 8.55044E-6
Cs136 ; 4.80003E-6 ; 3.07202E-6 ; 1.0621E-4 ; 6.79747E-5
Cs136m ; 4.80003E-6 ; 3.07202E-6 ; 1.0621E-4 ; 6.79747E-5
Cs137 ; 1.12121E-4 ; 7.17573E-5 ; 0.00421145 ; 0.00189515
Cs138 ; 3.01662E-4 ; 1.93064E-4 ; 0.00174283 ; 1.91711E-4
Cs138m ; 3.01662E-4 ; 1.93064E-4 ; 0.00174283 ; 0.00111541
Cs139 ; 0.00347311 ; 0.00222279 ; 0.0138648 ; 0.00443672
Cs140 ; 0.00887264 ; 0.00204071 ; 0.0173037 ; 0.0055372
Cs141 ; 0.0191304 ; 0.00612174 ; 0.0249273 ; 0.00797674
Cs142 ; 0.022798 ; 0.00729537 ; 0.0238148 ; 0.00762074
Cs143 ; 0.023904 ; 0.00764927 ; 0.017825 ; 0.00570401
Cs144 ; 0.0174256 ; 0.0055762 ; 0.00898387 ; 0.00574968
Cs145 ; 0.00555617 ; 0.00355595 ; 0.00272945 ; 0.00174685
Cs146 ; 0.00117104 ; 7.49464E-4 ; 5.81872E-4 ; 3.72398E-4
Cs147 ; 1.43817E-4 ; 9.20426E-5 ; 1.04019E-4 ; 6.65724E-5
Cs148 ; 2.45502E-5 ; 1.57121E-5 ; 7.40003E-6 ; 4.73602E-6
Cs149 ; 4.25074E-7 ; 2.72047E-7 ; 3.72242E-7 ; 2.38235E-7
Cs150 ; 4.81003E-8 ; 3.07842E-8 ; 1.74001E-8 ; 1.1136E-8
Cs151 ; 8.68716E-9 ; 5.55978E-9 ; 9.72321E-11 ; 6.22285E-11
Cs152 ; 5.65378E-12 ; 3.61842E-12 ; 8.87428E-12 ; 5.67954E-12
Cs153 ; 3.03505E-13 ; 1.94243E-13 ;  ; 
Ba129 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba131 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba132 ; 0.0 ; 0.0 ; 3.87002E-14 ; 2.47681E-14
Ba133 ; 0.0 ; 0.0 ; 5.80002E-12 ; 3.71202E-12
Ba134 ; 1.05001E-13 ; 6.72004E-14 ; 5.03002E-10 ; 3.21921E-10
Ba135 ; 1.13001E-11 ; 7.23205E-12 ; 9.65004E-9 ; 6.17603E-9
Ba135m ; 1.13001E-11 ; 7.23205E-12 ; 9.65004E-9 ; 6.17603E-9
Ba136 ; 1.48001E-9 ; 9.47206E-10 ; 2.21001E-7 ; 1.41441E-7
Ba136m ; 1.48001E-9 ; 9.47206E-10 ; 2.21001E-7 ; 1.41441E-7
Ba137 ; 2.31001E-8 ; 1.47841E-8 ; 1.01E-6 ; 6.46403E-7
Ba137m ; 6.56004E-8 ; 4.19843E-8 ; 4.59002E-6 ; 2.93761E-6
Ba138 ; 2.04001E-6 ; 1.30561E-6 ; 4.18302E-5 ; 2.67713E-5
Ba139 ; 2.77102E-5 ; 1.77345E-5 ; 0.00271478 ; 8.6873E-4
Ba140 ; 2.66392E-4 ; 1.70491E-4 ; 0.00137531 ; 8.80196E-4
Ba141 ; 0.00225784 ; 0.00144502 ; 0.00519248 ; 0.00332319
Ba142 ; 0.00688605 ; 0.00440707 ; 0.0110822 ; 0.00354631
Ba143 ; 0.0174256 ; 0.00400789 ; 0.0174886 ; 0.00559634
Ba144 ; 0.0245659 ; 0.00565015 ; 0.0217618 ; 0.00696378
Ba145 ; 0.0258033 ; 0.00825706 ; 0.0162091 ; 0.00518692
Ba146 ; 0.0198462 ; 0.0063508 ; 0.00851559 ; 0.00544998
Ba147 ; 0.00830546 ; 0.0053155 ; 0.00313316 ; 0.00200522
Ba148 ; 0.00249054 ; 0.00159394 ; 7.95213E-4 ; 5.08937E-4
Ba149 ; 4.72398E-4 ; 3.02335E-4 ; 1.36038E-4 ; 8.70645E-5
Ba150 ; 5.43203E-5 ; 3.4765E-5 ; 1.44501E-5 ; 9.24804E-6
Ba151 ; 9.65431E-6 ; 6.17876E-6 ; 4.81996E-7 ; 3.08477E-7
Ba152 ; 1.49995E-7 ; 9.5997E-8 ; 4.39913E-8 ; 2.81544E-8
Ba153 ; 7.42903E-9 ; 4.75458E-9 ; 3.65056E-10 ; 2.33636E-10
Ba154 ; 7.11005E-11 ; 4.55043E-11 ; 2.72001E-11 ; 1.74081E-11
Ba155 ; 3.95587E-13 ; 2.53176E-13 ; 1.57439E-12 ; 1.00761E-12
Ba156 ; 2.54557E-14 ; 1.62916E-14 ;  ; 
La133 ; 0.0 ; 0.0 ; 0.0 ; 0.0
La135 ; 0.0 ; 0.0 ; 9.89004E-13 ; 6.32963E-13
La137 ; 2.45002E-12 ; 1.56801E-12 ; 2.21001E-9 ; 1.41441E-9
La138 ; 1.76001E-10 ; 1.12641E-10 ; 4.34002E-8 ; 2.77761E-8
La139 ; 8.10005E-9 ; 5.18403E-9 ; 8.66004E-7 ; 5.54242E-7
La140 ; 2.48002E-7 ; 1.58721E-7 ; 4.12102E-5 ; 2.63745E-5
La141 ; 4.45003E-6 ; 2.84802E-6 ; 7.98503E-5 ; 5.11042E-5
La142 ; 5.26303E-5 ; 3.36834E-5 ; 4.62402E-4 ; 2.95937E-4
La143 ; 4.48063E-4 ; 2.8676E-4 ; 0.0018791 ; 0.00120262
La144 ; 0.00211319 ; 0.00135244 ; 0.00588549 ; 0.00376671
La145 ; 0.00708877 ; 0.00453681 ; 0.0106205 ; 0.00339857
La146 ; 0.00635709 ; 0.00406854 ; 0.00656174 ; 0.00419951
La146m ; 0.00635709 ; 0.00406854 ; 0.00656174 ; 0.00419951
La147 ; 0.0148093 ; 0.00473898 ; 0.012274 ; 0.00392766
La148 ; 0.0108987 ; 0.00697519 ; 0.00764972 ; 0.00489582
La149 ; 0.00664064 ; 0.00425001 ; 0.00336439 ; 0.00215321
La150 ; 0.00213975 ; 0.00136944 ; 9.43694E-4 ; 6.03964E-4
La151 ; 4.3845E-4 ; 2.80608E-4 ; 1.76149E-4 ; 1.12735E-4
La152 ; 5.81304E-5 ; 3.72034E-5 ; 2.17601E-5 ; 1.39265E-5
La153 ; 6.49261E-6 ; 4.15527E-6 ; 1.80964E-6 ; 1.15817E-6
La154 ; 2.83002E-7 ; 1.81121E-7 ; 1.0E-7 ; 6.40003E-8
La155 ; 7.61469E-9 ; 4.8734E-9 ; 7.8045E-9 ; 4.99488E-9
La156 ; 4.52088E-10 ; 2.89337E-10 ; 4.75984E-11 ; 3.0463E-11
La157 ; 8.9467E-13 ; 5.72589E-13 ; 2.76313E-12 ; 1.7684E-12
La158 ; 1.87706E-14 ; 1.20132E-14 ; 7.84567E-14 ; 5.02123E-14
La159 ; 1.01791E-15 ; 6.51462E-16 ;  ; 
Ce135 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ce137 ; 0.0 ; 0.0 ; 6.14003E-14 ; 3.92962E-14
Ce138 ; 0.0 ; 0.0 ; 3.24001E-12 ; 2.07361E-12
Ce139 ; 3.60002E-14 ; 2.30401E-14 ; 3.10001E-11 ; 1.98401E-11
Ce139m ; 1.02001E-13 ; 6.52804E-14 ; 1.41001E-10 ; 9.02404E-11
Ce140 ; 1.53001E-11 ; 9.79206E-12 ; 5.92003E-9 ; 1.89441E-9
Ce141 ; 9.05006E-10 ; 5.79204E-10 ; 1.1E-7 ; 7.04003E-8
Ce142 ; 3.64002E-8 ; 2.32961E-8 ; 1.68001E-6 ; 1.0752E-6
Ce143 ; 9.01006E-7 ; 5.76644E-7 ; 1.81601E-5 ; 1.16224E-5
Ce144 ; 1.43101E-5 ; 9.15846E-6 ; 1.56511E-4 ; 1.00167E-4
Ce145 ; 1.27351E-4 ; 8.15045E-5 ; 7.30823E-4 ; 4.67727E-4
Ce146 ; 8.70536E-4 ; 5.57143E-4 ; 0.0021868 ; 0.00139955
Ce147 ; 0.00264376 ; 0.001692 ; 0.00517747 ; 0.00331358
Ce148 ; 0.00745761 ; 0.00335592 ; 0.00791811 ; 0.00506759
Ce149 ; 0.00842758 ; 0.00379241 ; 0.00858326 ; 0.00386247
Ce150 ; 0.00860432 ; 0.00387194 ; 0.00574093 ; 0.0036742
Ce151 ; 0.00455945 ; 0.00291805 ; 0.00270943 ; 0.00173404
Ce152 ; 0.00184458 ; 0.00118053 ; 8.70374E-4 ; 5.57039E-4
Ce153 ; 5.57684E-4 ; 3.56917E-4 ; 1.89941E-4 ; 1.21562E-4
Ce154 ; 8.00205E-5 ; 5.12131E-5 ; 2.75201E-5 ; 1.76129E-5
Ce155 ; 8.46244E-6 ; 5.41596E-6 ; 2.85221E-6 ; 1.82541E-6
Ce156 ; 5.44551E-7 ; 3.48513E-7 ; 2.35953E-7 ; 1.5101E-7
Ce157 ; 2.18992E-8 ; 1.40155E-8 ; 1.36973E-8 ; 8.76627E-9
Ce158 ; 4.97984E-10 ; 3.1871E-10 ; 3.88923E-10 ; 2.48911E-10
Ce159 ; 2.49158E-11 ; 1.59461E-11 ; 5.02204E-12 ; 3.2141E-12
Ce160 ; 6.06004E-14 ; 3.87842E-14 ; 1.43001E-13 ; 9.15204E-14
Ce161 ; 8.12658E-16 ; 5.20101E-16 ;  ; 
Pr139 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pr140 ; 0.0 ; 0.0 ; 1.84001E-13 ; 1.17761E-13
Pr141 ; 0.0 ; 0.0 ; 1.1E-11 ; 7.04003E-12
Pr142 ; 3.73002E-13 ; 2.38722E-13 ; 2.29501E-10 ; 1.46881E-10
Pr142m ; 3.73002E-13 ; 2.38722E-13 ; 2.29501E-10 ; 1.46881E-10
Pr143 ; 6.36004E-11 ; 4.07043E-11 ; 1.23001E-8 ; 7.87203E-9
Pr144 ; 3.00002E-10 ; 1.92001E-10 ; 1.98001E-8 ; 1.26721E-8
Pr144m ; 3.03002E-9 ; 1.93921E-9 ; 3.11001E-7 ; 1.99041E-7
Pr145 ; 1.14001E-7 ; 7.29605E-8 ; 4.35002E-6 ; 2.78401E-6
Pr146 ; 2.15001E-6 ; 1.37601E-6 ; 3.56702E-5 ; 2.28289E-5
Pr147 ; 2.48302E-5 ; 1.58913E-5 ; 2.21811E-4 ; 1.41959E-4
Pr148 ; 8.75106E-5 ; 5.60068E-5 ; 4.43922E-4 ; 2.8411E-4
Pr148m ; 8.75106E-5 ; 5.60068E-5 ; 4.43922E-4 ; 2.8411E-4
Pr149 ; 7.70335E-4 ; 4.93014E-4 ; 0.00246703 ; 0.0015789
Pr150 ; 0.00190823 ; 0.00122127 ; 0.00384473 ; 0.00246062
Pr151 ; 0.00280758 ; 0.00179685 ; 0.00434752 ; 0.00278241
Pr152 ; 0.00285781 ; 0.001829 ; 0.00337433 ; 0.00215957
Pr153 ; 0.00244147 ; 0.00156254 ; 0.00178554 ; 0.00114274
Pr154 ; 8.81756E-4 ; 5.64324E-4 ; 6.31833E-4 ; 4.04373E-4
Pr155 ; 2.96492E-4 ; 1.89755E-4 ; 1.61081E-4 ; 1.03092E-4
Pr156 ; 5.24703E-5 ; 3.3581E-5 ; 3.42501E-5 ; 2.19201E-5
Pr157 ; 7.04005E-6 ; 4.50563E-6 ; 5.11002E-6 ; 3.27041E-6
Pr158 ; 4.66003E-7 ; 2.98242E-7 ; 3.87002E-7 ; 2.47681E-7
Pr159 ; 2.17752E-8 ; 1.39361E-8 ; 2.48951E-8 ; 1.59329E-8
Pr160 ; 5.76004E-10 ; 3.68642E-10 ; 1.02E-9 ; 6.52803E-10
Pr161 ; 1.56429E-11 ; 1.00115E-11 ; 7.765E-12 ; 4.9696E-12
Pr162 ; 1.66975E-14 ; 1.06864E-14 ; 5.10271E-13 ; 3.26574E-13
Pr163 ; 6.37299E-16 ; 4.07871E-16 ; 1.92007E-14 ; 1.22885E-14
Pr164 ; 1.46245E-17 ; 9.35965E-18 ;  ; 
Nd140 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nd141 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nd142 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nd143 ; 0.0 ; 0.0 ; 7.00003E-13 ; 4.48002E-13
Nd144 ; 5.10003E-14 ; 3.26402E-14 ; 5.18002E-11 ; 3.31521E-11
Nd145 ; 5.34003E-12 ; 3.41762E-12 ; 1.94001E-9 ; 1.24161E-9
Nd146 ; 3.90003E-10 ; 2.49602E-10 ; 4.44002E-8 ; 2.84161E-8
Nd147 ; 1.43001E-8 ; 9.15206E-9 ; 7.94003E-7 ; 5.08162E-7
Nd148 ; 3.59002E-7 ; 2.29761E-7 ; 8.96004E-6 ; 5.73442E-6
Nd149 ; 4.97003E-6 ; 3.18082E-6 ; 6.27903E-5 ; 4.01858E-5
Nd150 ; 4.26103E-5 ; 2.72706E-5 ; 2.70471E-4 ; 1.73102E-4
Nd151 ; 1.78401E-4 ; 1.14177E-4 ; 7.68403E-4 ; 4.91778E-4
Nd152 ; 5.37383E-4 ; 3.43925E-4 ; 0.00145736 ; 9.32708E-4
Nd153 ; 0.00111364 ; 7.12728E-4 ; 0.00174185 ; 0.00111478
Nd154 ; 0.00112524 ; 7.20152E-4 ; 0.00147075 ; 9.41278E-4
Nd155 ; 9.21766E-4 ; 5.8993E-4 ; 8.55404E-4 ; 5.47458E-4
Nd156 ; 4.68743E-4 ; 2.99996E-4 ; 4.35552E-4 ; 2.78753E-4
Nd157 ; 1.60891E-4 ; 1.0297E-4 ; 1.56621E-4 ; 1.00237E-4
Nd158 ; 3.34602E-5 ; 2.14145E-5 ; 3.00401E-5 ; 1.92257E-5
Nd159 ; 4.37003E-6 ; 2.79682E-6 ; 4.89002E-6 ; 3.12961E-6
Nd160 ; 3.77002E-7 ; 2.41282E-7 ; 5.33002E-7 ; 3.41121E-7
Nd161 ; 1.73845E-8 ; 1.11261E-8 ; 3.84924E-8 ; 2.46351E-8
Nd162 ; 4.42986E-10 ; 2.83511E-10 ; 2.5295E-9 ; 1.61888E-9
Nd163 ; 1.55995E-11 ; 9.98366E-12 ; 9.51812E-11 ; 6.0916E-11
Nd164 ; 3.87988E-13 ; 2.48312E-13 ; 2.80001E-12 ; 1.79201E-12
Nd165 ; 1.83896E-15 ; 1.17694E-15 ; 4.69933E-14 ; 3.00757E-14
Nd166 ; 8.17385E-17 ; 5.23126E-17 ; 3.93046E-15 ; 2.51549E-15
Nd167 ; 6.16499E-18 ; 3.94559E-18 ;  ; 
Pm141 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm143 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm144 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm145 ; 0.0 ; 0.0 ; 6.15003E-14 ; 3.93602E-14
Pm146 ; 0.0 ; 0.0 ; 3.99002E-12 ; 2.55361E-12
Pm147 ; 2.85002E-13 ; 1.82401E-13 ; 6.05003E-10 ; 3.87202E-10
Pm148 ; 6.13004E-12 ; 3.92323E-12 ; 1.26001E-9 ; 8.06403E-10
Pm148m ; 1.66001E-11 ; 1.06241E-11 ; 5.73002E-9 ; 3.66722E-9
Pm149 ; 1.18001E-9 ; 7.55205E-10 ; 1.56001E-7 ; 9.98404E-8
Pm150 ; 3.29002E-8 ; 2.10561E-8 ; 2.52001E-7 ; 1.61281E-7
Pm151 ; 4.85003E-7 ; 3.10402E-7 ; 1.27401E-5 ; 8.15363E-6
Pm152 ; 1.42001E-6 ; 9.08806E-7 ; 2.12801E-5 ; 1.36193E-5
Pm152m ; 1.42001E-6 ; 9.08806E-7 ; 2.12801E-5 ; 1.36193E-5
Pm152n ; 1.42001E-6 ; 9.08806E-7 ; 2.12801E-5 ; 1.36193E-5
Pm153 ; 2.85602E-5 ; 1.82785E-5 ; 1.98131E-4 ; 1.26804E-4
Pm154 ; 3.75402E-5 ; 2.40258E-5 ; 1.90711E-4 ; 1.22055E-4
Pm154m ; 3.75402E-5 ; 2.40258E-5 ; 1.90711E-4 ; 1.22055E-4
Pm155 ; 1.85301E-4 ; 1.18593E-4 ; 5.02382E-4 ; 3.21525E-4
Pm156 ; 2.26481E-4 ; 1.44948E-4 ; 5.86212E-4 ; 3.75176E-4
Pm157 ; 2.16001E-4 ; 1.38241E-4 ; 4.75312E-4 ; 3.042E-4
Pm158 ; 1.07601E-4 ; 6.88644E-5 ; 2.14321E-4 ; 1.37165E-4
Pm159 ; 4.09803E-5 ; 2.62274E-5 ; 8.24804E-5 ; 5.27874E-5
Pm160 ; 8.95006E-6 ; 5.72804E-6 ; 2.23701E-5 ; 1.43169E-5
Pm161 ; 1.28001E-6 ; 8.19205E-7 ; 4.03002E-6 ; 2.57921E-6
Pm162 ; 9.18006E-8 ; 5.87524E-8 ; 6.77003E-7 ; 4.33282E-7
Pm163 ; 1.06001E-8 ; 6.78404E-9 ; 6.59003E-8 ; 4.21762E-8
Pm164 ; 7.57005E-10 ; 4.84483E-10 ; 4.95002E-9 ; 3.16801E-9
Pm165 ; 3.53984E-11 ; 2.2655E-11 ; 2.32954E-10 ; 1.49091E-10
Pm166 ; 1.45166E-12 ; 9.29062E-13 ; 1.9484E-11 ; 1.24697E-11
Pm167 ; 1.1867E-13 ; 7.59491E-14 ; 9.84238E-14 ; 6.29913E-14
Pm168 ; 2.3972E-16 ; 1.53421E-16 ; 4.13461E-15 ; 2.64615E-15
Pm169 ; 1.10196E-17 ; 7.05252E-18 ; 4.59104E-16 ; 2.93827E-16
Sm143 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm143m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm144 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm145 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm146 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm148 ; 0.0 ; 0.0 ; 3.89002E-13 ; 2.48961E-13
Sm149 ; 1.57001E-14 ; 1.00481E-14 ; 2.29001E-11 ; 1.46561E-11
Sm150 ; 1.71001E-12 ; 1.09441E-12 ; 7.62003E-10 ; 4.87682E-10
Sm151 ; 7.76005E-11 ; 4.96643E-11 ; 1.68001E-8 ; 1.0752E-8
Sm152 ; 2.50002E-9 ; 1.60001E-9 ; 2.34001E-7 ; 1.49761E-7
Sm153 ; 4.94003E-8 ; 3.16162E-8 ; 1.95001E-6 ; 1.24801E-6
Sm154 ; 4.39003E-7 ; 2.80962E-7 ; 9.59004E-6 ; 6.13763E-6
Sm155 ; 3.12002E-6 ; 1.99681E-6 ; 3.06901E-5 ; 1.96417E-5
Sm156 ; 1.20701E-5 ; 7.72485E-6 ; 8.64704E-5 ; 5.5341E-5
Sm157 ; 2.96002E-5 ; 1.89441E-5 ; 1.61001E-4 ; 1.0304E-4
Sm158 ; 4.25703E-5 ; 2.7245E-5 ; 1.67221E-4 ; 1.07021E-4
Sm159 ; 3.86202E-5 ; 2.4717E-5 ; 1.44321E-4 ; 9.23652E-5
Sm160 ; 2.28801E-5 ; 1.46433E-5 ; 9.07104E-5 ; 5.80546E-5
Sm161 ; 7.74005E-6 ; 4.95363E-6 ; 3.79302E-5 ; 2.42753E-5
Sm162 ; 1.64001E-6 ; 1.04961E-6 ; 1.51701E-5 ; 9.70884E-6
Sm163 ; 4.87003E-7 ; 3.11682E-7 ; 3.62002E-6 ; 2.31681E-6
Sm164 ; 1.09001E-7 ; 6.97604E-8 ; 6.67003E-7 ; 4.26882E-7
Sm165 ; 1.45001E-8 ; 9.28006E-9 ; 8.02003E-8 ; 5.13282E-8
Sm166 ; 1.74856E-9 ; 1.11908E-9 ; 7.12054E-9 ; 4.55715E-9
Sm167 ; 1.31882E-10 ; 8.44046E-11 ; 4.87904E-10 ; 3.12258E-10
Sm168 ; 6.3598E-12 ; 4.07027E-12 ; 2.0496E-11 ; 1.31174E-11
Sm169 ; 2.69731E-13 ; 1.72628E-13 ; 2.27586E-12 ; 1.45655E-12
Sm170 ; 0.0 ; 0.0 ; 1.37001E-14 ; 8.76804E-15
Sm171 ; 1.59729E-17 ; 1.02227E-17 ; 5.06446E-16 ; 3.24125E-16
Sm172 ; 3.79734E-18 ; 2.4303E-18 ;  ; 
Eu147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Eu149 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Eu151 ; 0.0 ; 0.0 ; 1.59001E-12 ; 1.0176E-12
Eu152 ; 1.46001E-14 ; 9.34406E-15 ; 2.13334E-11 ; 1.36534E-11
Eu152m ; 1.46001E-14 ; 9.34406E-15 ; 2.13334E-11 ; 1.36534E-11
Eu152n ; 1.46001E-14 ; 9.34406E-15 ; 2.13334E-11 ; 1.36534E-11
Eu153 ; 3.03002E-12 ; 1.93921E-12 ; 1.39001E-9 ; 8.89604E-10
Eu154 ; 4.12503E-11 ; 2.64002E-11 ; 9.75004E-9 ; 6.24003E-9
Eu154m ; 4.12503E-11 ; 2.64002E-11 ; 9.75004E-9 ; 6.24003E-9
Eu155 ; 2.11001E-9 ; 1.35041E-9 ; 1.61001E-7 ; 1.0304E-7
Eu156 ; 2.38002E-8 ; 1.52321E-8 ; 9.69004E-7 ; 6.20163E-7
Eu157 ; 1.96001E-7 ; 1.25441E-7 ; 5.42002E-6 ; 3.46881E-6
Eu158 ; 7.76005E-7 ; 4.96643E-7 ; 1.38601E-5 ; 8.87044E-6
Eu159 ; 2.19001E-6 ; 1.40161E-6 ; 2.79501E-5 ; 1.78881E-5
Eu160 ; 3.20002E-6 ; 2.04801E-6 ; 4.09402E-5 ; 2.62017E-5
Eu161 ; 3.01002E-6 ; 1.92641E-6 ; 3.84402E-5 ; 2.46017E-5
Eu162 ; 1.51001E-6 ; 9.66406E-7 ; 3.45401E-5 ; 2.21057E-5
Eu163 ; 1.22001E-6 ; 7.80805E-7 ; 1.88001E-5 ; 1.20321E-5
Eu164 ; 6.51004E-7 ; 4.16643E-7 ; 7.90003E-6 ; 5.05602E-6
Eu165 ; 2.60002E-7 ; 1.66401E-7 ; 2.28001E-6 ; 1.45921E-6
Eu166 ; 8.16005E-8 ; 5.22243E-8 ; 5.02002E-7 ; 3.21281E-7
Eu167 ; 2.01001E-8 ; 1.28641E-8 ; 8.46004E-8 ; 5.41442E-8
Eu168 ; 2.70002E-9 ; 1.72801E-9 ; 9.14004E-9 ; 5.84962E-9
Eu169 ; 2.35732E-10 ; 1.50868E-10 ; 8.31727E-10 ; 5.32305E-10
Eu170 ; 1.16001E-11 ; 7.42405E-12 ; 4.08002E-11 ; 2.61121E-11
Eu171 ; 3.07464E-13 ; 1.96777E-13 ; 2.51054E-12 ; 1.60674E-12
Eu172 ; 6.744E-14 ; 4.31616E-14 ; 1.62964E-14 ; 1.04297E-14
Gd147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd149 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd151 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd152 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd153 ; 0.0 ; 0.0 ; 7.55003E-14 ; 4.83202E-14
Gd154 ; 0.0 ; 0.0 ; 2.90001E-12 ; 1.85601E-12
Gd155 ; 8.04005E-14 ; 5.14563E-14 ; 6.35003E-11 ; 4.06402E-11
Gd156 ; 3.57002E-12 ; 2.28481E-12 ; 1.01E-9 ; 6.46403E-10
Gd157 ; 8.04005E-11 ; 5.14563E-11 ; 1.53001E-8 ; 9.79204E-9
Gd158 ; 1.11001E-9 ; 7.10405E-10 ; 1.01E-7 ; 6.46403E-8
Gd159 ; 9.06006E-9 ; 5.79844E-9 ; 5.12002E-7 ; 3.27681E-7
Gd160 ; 4.25003E-8 ; 2.72002E-8 ; 1.88001E-6 ; 1.20321E-6
Gd161 ; 1.06001E-7 ; 6.78404E-8 ; 4.21002E-6 ; 2.69441E-6
Gd162 ; 1.63001E-7 ; 1.04321E-7 ; 8.76004E-6 ; 5.60642E-6
Gd163 ; 3.20002E-7 ; 2.04801E-7 ; 1.08E-5 ; 6.91203E-6
Gd164 ; 4.70003E-7 ; 3.00802E-7 ; 9.96004E-6 ; 6.37443E-6
Gd165 ; 4.44003E-7 ; 2.84162E-7 ; 6.49003E-6 ; 4.15362E-6
Gd166 ; 3.82002E-7 ; 2.44482E-7 ; 3.27001E-6 ; 2.09281E-6
Gd167 ; 2.34002E-7 ; 1.49761E-7 ; 1.27001E-6 ; 8.12803E-7
Gd168 ; 9.32006E-8 ; 5.96484E-8 ; 3.32001E-7 ; 2.12481E-7
Gd169 ; 2.15001E-8 ; 1.37601E-8 ; 7.52003E-8 ; 4.81282E-8
Gd170 ; 3.48002E-9 ; 2.22721E-9 ; 9.13004E-9 ; 5.84322E-9
Gd171 ; 3.41695E-10 ; 2.18685E-10 ; 9.17493E-10 ; 5.87195E-10
Gd172 ; 8.12331E-11 ; 5.19892E-11 ; 8.0784E-11 ; 5.17018E-11
Tb151 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb153 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb155 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb156 ; 0.0 ; 0.0 ; 7.28003E-14 ; 4.65922E-14
Tb156m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb157 ; 0.0 ; 0.0 ; 3.13001E-12 ; 2.00321E-12
Tb158 ; 4.38003E-14 ; 2.80322E-14 ; 5.26002E-11 ; 3.36641E-11
Tb158m ; 0.0 ; 0.0 ; 3.36001E-12 ; 2.15041E-12
Tb159 ; 1.45001E-12 ; 9.28006E-13 ; 7.36003E-10 ; 4.71042E-10
Tb160 ; 1.89001E-11 ; 1.20961E-11 ; 2.11001E-7 ; 1.35041E-7
Tb161 ; 1.58001E-10 ; 1.01121E-10 ; 4.14002E-8 ; 2.64961E-8
Tb162 ; 3.49002E-10 ; 2.23361E-10 ; 1.08E-7 ; 6.91203E-8
Tb162m ; 3.49002E-10 ; 2.23361E-10 ; 1.08E-7 ; 6.91203E-8
Tb163 ; 4.37003E-9 ; 2.79682E-9 ; 6.44003E-7 ; 4.12162E-7
Tb164 ; 1.68001E-8 ; 1.07521E-8 ; 1.37001E-6 ; 8.76804E-7
Tb165 ; 4.78003E-8 ; 3.05922E-8 ; 2.06001E-6 ; 1.31841E-6
Tb166 ; 9.87006E-8 ; 6.31684E-8 ; 2.34001E-6 ; 1.49761E-6
Tb167 ; 1.69001E-7 ; 1.08161E-7 ; 1.99001E-6 ; 1.27361E-6
Tb168 ; 1.56001E-7 ; 9.98406E-8 ; 1.18001E-6 ; 7.55203E-7
Tb169 ; 9.93006E-8 ; 6.35524E-8 ; 6.16003E-7 ; 3.94242E-7
Tb170 ; 4.05003E-8 ; 2.59202E-8 ; 1.73001E-7 ; 1.1072E-7
Tb171 ; 1.20001E-8 ; 7.68005E-9 ; 4.26002E-8 ; 2.72641E-8
Tb172 ; 7.60005E-9 ; 4.86403E-9 ; 9.13004E-9 ; 5.84322E-9
Dy155 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy156 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy157 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy158 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy159 ; 0.0 ; 0.0 ; 7.75003E-14 ; 4.96002E-14
Dy160 ; 0.0 ; 0.0 ; 2.09001E-12 ; 1.33761E-12
Dy161 ; 1.37001E-14 ; 8.76806E-15 ; 3.11001E-11 ; 1.99041E-11
