Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Se77 ; 1.01999E-11 ; 6.52794E-12
Se77m ; 7.47994E-11 ; 4.78716E-11
Se78 ; 6.20995E-9 ; 3.97437E-9
Se79 ; 1.37999E-7 ; 8.83192E-8
Se79m ; 1.87998E-8 ; 1.20319E-8
Se80 ; 4.26996E-6 ; 2.73278E-6
Se81 ; 5.25995E-6 ; 3.36637E-6
Se81m ; 3.85797E-5 ; 2.4691E-5
Se82 ; 4.02097E-4 ; 2.57342E-4
Se83 ; 0.00155948 ; 9.98065E-4
Se83m ; 3.19477E-4 ; 2.04465E-4
Se84 ; 0.00594017 ; 0.00190085
Se85 ; 0.00533887 ; 0.00341688
Se85m ; 0.0053132 ; 0.00340045
Se86 ; 0.0122675 ; 0.00392561
Se87 ; 0.00675035 ; 0.00303766
Se88 ; 0.00446696 ; 0.00285886
Se89 ; 0.00121718 ; 7.78995E-4
Se90 ; 2.38473E-4 ; 1.52623E-4
Se91 ; 9.58587E-6 ; 6.13496E-6
Se92 ; 5.50989E-7 ; 3.52633E-7
Se93 ; 5.84531E-7 ; 3.741E-7
Se94 ; 1.57999E-10 ; 1.01119E-10
Se95 ; 3.09949E-12 ; 1.98367E-12
Se96 ; 3.07997E-14 ; 1.97118E-14
Br75 ; 0.0 ; 0.0
Br77 ; 0.0 ; 0.0
Br77m ; 0.0 ; 0.0
Br78 ; 1.23999E-13 ; 7.93593E-14
Br79 ; 3.16997E-12 ; 2.02878E-12
Br79m ; 1.18999E-11 ; 7.61593E-12
Br80 ; 2.51998E-10 ; 1.61279E-10
Br80m ; 8.94992E-10 ; 5.72795E-10
Br81 ; 5.86995E-8 ; 3.75677E-8
Br82 ; 1.03999E-6 ; 6.65594E-7
Br82m ; 3.84997E-7 ; 2.46398E-7
Br83 ; 3.17797E-5 ; 2.0339E-5
Br84 ; 8.41993E-5 ; 5.38875E-5
Br84m ; 1.78918E-4 ; 1.14508E-4
Br85 ; 0.00184183 ; 0.00117877
Br86 ; 0.00224876 ; 0.00143921
Br86m ; 0.0022429 ; 0.00143546
Br87 ; 0.014254 ; 8.5524E-4
Br88 ; 0.0166928 ; 0.00100157
Br89 ; 0.0132885 ; 0.00425232
Br90 ; 0.00725716 ; 5.80573E-4
Br91 ; 0.00136232 ; 8.71884E-4
Br92 ; 2.09288E-4 ; 1.33944E-4
Br93 ; 6.4189E-4 ; 4.1081E-4
Br94 ; 8.13993E-7 ; 5.20955E-7
Br95 ; 9.55053E-8 ; 6.11234E-8
Br96 ; 2.27998E-9 ; 1.45919E-9
Br97 ; 1.72912E-11 ; 1.10664E-11
Br98 ; 4.80727E-13 ; 3.07665E-13
Kr77 ; 0.0 ; 0.0
Kr78 ; 0.0 ; 0.0
Kr79 ; 0.0 ; 0.0
Kr79m ; 0.0 ; 0.0
Kr80 ; 4.30996E-14 ; 2.75838E-14
Kr81 ; 5.50995E-12 ; 3.52637E-12
Kr81m ; 7.51993E-13 ; 4.81276E-13
Kr82 ; 7.79993E-10 ; 4.99196E-10
Kr83 ; 4.12996E-8 ; 2.64318E-8
Kr83m ; 8.46993E-9 ; 5.42075E-9
Kr84 ; 2.01998E-6 ; 1.29279E-6
Kr85 ; 3.09397E-5 ; 1.98014E-5
Kr85m ; 6.33995E-6 ; 4.05756E-6
Kr86 ; 0.001542 ; 4.93439E-4
Kr87 ; 0.00350431 ; 8.05991E-4
Kr88 ; 0.0124732 ; 7.4839E-4
Kr89 ; 0.0255753 ; 0.00204602
Kr90 ; 0.0402432 ; 0.00160973
Kr91 ; 0.029162 ; 0.00116648
Kr92 ; 0.0135368 ; 0.00216589
Kr93 ; 0.00305278 ; 2.44223E-4
Kr94 ; 6.18905E-4 ; 3.96099E-4
Kr95 ; 2.26363E-4 ; 1.44872E-4
Kr96 ; 2.30898E-5 ; 1.47775E-5
Kr97 ; 1.14997E-6 ; 7.35983E-7
Kr98 ; 4.31991E-8 ; 2.76475E-8
Kr99 ; 2.95535E-11 ; 1.89143E-11
Kr100 ; 9.59992E-12 ; 6.14395E-12
Kr101 ; 3.51064E-13 ; 2.24681E-13
Rb79 ; 0.0 ; 0.0
Rb81 ; 0.0 ; 0.0
Rb83 ; 1.29999E-12 ; 8.31993E-13
Rb84 ; 1.48999E-10 ; 9.53592E-11
Rb85 ; 1.44999E-8 ; 9.27992E-9
Rb86 ; 2.18998E-7 ; 1.40159E-7
Rb86m ; 2.18998E-7 ; 1.40159E-7
Rb87 ; 1.33099E-5 ; 8.51833E-6
Rb88 ; 5.47855E-4 ; 3.50627E-4
Rb89 ; 0.00389926 ; 0.00249552
Rb90 ; 0.00128501 ; 8.22406E-4
Rb90m ; 0.00689361 ; 0.00441191
Rb91 ; 0.0200984 ; 0.00643149
Rb92 ; 0.0279003 ; 0.00892811
Rb93 ; 0.0340824 ; 0.0013633
Rb94 ; 0.0189055 ; 0.00113433
Rb95 ; 0.00898065 ; 0.00574762
Rb96 ; 0.00227937 ; 0.0014588
Rb97 ; 5.37125E-4 ; 3.4376E-4
Rb98 ; 5.34695E-5 ; 3.42205E-5
Rb99 ; 9.10641E-7 ; 5.8281E-7
Rb100 ; 1.54999E-7 ; 9.91991E-8
Rb101 ; 1.08174E-8 ; 6.92315E-9
Rb102 ; 1.85837E-11 ; 1.18936E-11
Rb103 ; 7.59104E-13 ; 4.85826E-13
Rb104 ; 7.71167E-15 ; 4.93547E-15
Sr83 ; 0.0 ; 0.0
Sr84 ; 0.0 ; 0.0
Sr85 ; 2.15998E-13 ; 1.38239E-13
Sr85m ; 2.15998E-13 ; 1.38239E-13
Sr86 ; 6.73994E-11 ; 4.31356E-11
Sr87 ; 4.77996E-9 ; 3.05917E-9
Sr87m ; 9.78992E-10 ; 6.26555E-10
Sr88 ; 3.63997E-7 ; 2.32958E-7
Sr89 ; 8.31993E-6 ; 5.32475E-6
Sr90 ; 3.43157E-4 ; 1.54421E-4
Sr91 ; 0.0068519 ; 0.00438522
Sr92 ; 0.0161423 ; 0.00516555
Sr93 ; 0.0214448 ; 0.00235893
Sr94 ; 0.0378687 ; 0.00227212
Sr95 ; 0.0436722 ; 0.00480395
Sr96 ; 0.0438316 ; 0.00701306
Sr97 ; 0.0236963 ; 0.00758282
Sr98 ; 0.0104358 ; 0.00333946
Sr99 ; 0.00215836 ; 0.00138135
Sr100 ; 3.55737E-4 ; 2.27672E-4
Sr101 ; 2.5639E-5 ; 1.64089E-5
Sr102 ; 1.66997E-6 ; 1.06878E-6
Sr103 ; 5.0485E-8 ; 3.23104E-8
Sr104 ; 6.92986E-10 ; 4.43511E-10
Sr105 ; 0.0 ; 0.0
Sr106 ; 0.0 ; 0.0
Sr107 ; 0.0 ; 0.0
Sr108 ; 0.0 ; 0.0
Y85 ; 0.0 ; 0.0
Y87 ; 4.02997E-14 ; 2.57918E-14
Y88 ; 7.27994E-12 ; 4.65916E-12
Y89 ; 1.37999E-10 ; 8.83192E-11
Y89m ; 6.73994E-10 ; 4.31356E-10
Y90 ; 2.29498E-8 ; 1.46879E-8
Y90m ; 2.29498E-8 ; 1.46879E-8
Y91 ; 8.59993E-7 ; 5.50395E-7
Y91m ; 8.59993E-7 ; 5.50395E-7
Y92 ; 2.89897E-5 ; 1.85534E-5
Y93 ; 0.00103401 ; 6.61767E-4
Y93m ; 0.00103401 ; 6.61767E-4
Y94 ; 0.00677415 ; 0.00155805
Y95 ; 0.0117795 ; 0.00270928
Y96 ; 0.00133016 ; 8.51301E-4
Y96m ; 0.0134612 ; 0.00430759
Y97 ; 0.0151362 ; 0.0096872
Y97m ; 0.0151362 ; 0.0096872
Y98 ; 0.0138524 ; 0.00443277
Y98m ; 0.013851 ; 0.00443233
Y99 ; 0.0225104 ; 0.00720332
Y100 ; 0.00869977 ; 0.00556786
Y101 ; 0.00283096 ; 0.00181181
Y102 ; 4.58116E-4 ; 2.93194E-4
Y103 ; 5.5439E-5 ; 3.5481E-5
Y104 ; 2.31998E-6 ; 1.48479E-6
Y105 ; 1.86582E-13 ; 1.19413E-13
Y106 ; 6.89182E-15 ; 4.41076E-15
Y107 ; 6.04955E-16 ; 3.87171E-16
Y108 ; 4.65324E-18 ; 2.97807E-18
Y109 ; 2.14229E-13 ; 1.37107E-13
Y110 ; 4.82953E-15 ; 3.0909E-15
Zr87 ; 0.0 ; 0.0
Zr88 ; 0.0 ; 0.0
Zr89 ; 0.0 ; 0.0
Zr90 ; 8.89992E-13 ; 5.69595E-13
Zr90m ; 8.89992E-13 ; 5.69595E-13
Zr91 ; 2.00998E-10 ; 1.28639E-10
Zr92 ; 1.66999E-8 ; 1.06879E-8
Zr93 ; 4.92996E-7 ; 3.15517E-7
Zr94 ; 1.29099E-5 ; 8.26233E-6
Zr95 ; 1.47749E-4 ; 9.45592E-5
Zr96 ; 0.0012463 ; 7.97632E-4
Zr97 ; 0.00560655 ; 0.00358819
Zr98 ; 0.020377 ; 0.0046867
Zr99 ; 0.0336336 ; 0.0107628
Zr100 ; 0.0489287 ; 0.0156572
Zr101 ; 0.0341132 ; 0.0109162
Zr102 ; 0.0222015 ; 0.0071045
Zr103 ; 0.00625857 ; 0.00400548
Zr104 ; 0.00116425 ; 7.4512E-4
Zr105 ; 5.48995E-6 ; 3.51357E-6
Zr106 ; 2.73998E-7 ; 1.75358E-7
Zr107 ; 1.78E-8 ; 1.1392E-8
Zr108 ; 1.84998E-10 ; 1.18399E-10
Zr109 ; 1.42475E-8 ; 9.11842E-9
Zr110 ; 4.33991E-10 ; 2.77755E-10
Zr111 ; 9.55331E-14 ; 6.11412E-14
Zr112 ; 6.03649E-15 ; 3.86336E-15
Nb89 ; 0.0 ; 0.0
Nb90 ; 0.0 ; 0.0
Nb91 ; 0.0 ; 0.0
Nb92 ; 8.35993E-14 ; 5.35035E-14
Nb93 ; 1.02999E-11 ; 6.59194E-12
Nb93m ; 2.11998E-12 ; 1.35679E-12
Nb94 ; 5.80995E-10 ; 3.71837E-10
Nb94m ; 3.40997E-10 ; 2.18238E-10
Nb95 ; 4.41996E-8 ; 2.82878E-8
Nb95m ; 9.04992E-9 ; 5.79195E-9
Nb96 ; 1.19999E-6 ; 7.67993E-7
Nb97 ; 2.16898E-5 ; 1.38815E-5
Nb97m ; 4.43996E-6 ; 2.84158E-6
Nb98 ; 1.78118E-4 ; 1.13996E-4
Nb98m ; 5.02396E-5 ; 3.21533E-5
Nb99 ; 1.23669E-4 ; 7.91481E-5
Nb99m ; 0.001422 ; 9.10079E-4
Nb100 ; 0.00248383 ; 0.00158965
Nb100m ; 0.00248383 ; 0.00158965
Nb101 ; 0.0135791 ; 0.00434532
Nb102 ; 0.00863186 ; 0.00552439
Nb102m ; 0.00863186 ; 0.00552439
Nb103 ; 0.0180568 ; 0.00577818
Nb104 ; 0.00357096 ; 0.00228541
Nb104m ; 0.00357096 ; 0.00228541
Nb105 ; 0.00277348 ; 0.00177502
Nb106 ; 4.34756E-4 ; 2.78244E-4
Nb107 ; 1.01841E-4 ; 6.51784E-5
Nb108 ; 8.18993E-6 ; 5.24155E-6
Nb109 ; 1.56456E-5 ; 1.00132E-5
Nb110 ; 5.53995E-7 ; 3.54557E-7
Nb111 ; 2.94369E-9 ; 1.88396E-9
Nb112 ; 1.3766E-10 ; 8.81023E-11
Nb113 ; 6.63481E-14 ; 4.24628E-14
Nb114 ; 5.0966E-15 ; 3.26182E-15
Nb115 ; 2.01804E-15 ; 1.29155E-15
Mo90 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0
Mo92 ; 0.0 ; 0.0
Mo93 ; 0.0 ; 0.0
Mo93m ; 0.0 ; 0.0
Mo94 ; 0.0 ; 0.0
Mo95 ; 1.49999E-12 ; 9.59992E-13
Mo96 ; 1.66999E-10 ; 1.06879E-10
Mo97 ; 9.93991E-9 ; 6.36154E-9
Mo98 ; 4.22996E-7 ; 2.70718E-7
Mo99 ; 7.23994E-6 ; 4.63356E-6
Mo100 ; 1.07399E-4 ; 6.87354E-5
Mo101 ; 6.92764E-4 ; 4.43369E-4
Mo102 ; 0.00365223 ; 0.00233743
Mo103 ; 0.00797168 ; 0.00358726
Mo104 ; 0.0120413 ; 0.00276949
Mo105 ; 0.00916739 ; 0.00293357
Mo106 ; 0.00479012 ; 5.26913E-4
Mo107 ; 0.0026645 ; 0.00170528
Mo108 ; 0.00107449 ; 6.87674E-4
Mo109 ; 4.19266E-4 ; 2.6833E-4
Mo110 ; 1.11609E-4 ; 7.14298E-5
Mo111 ; 6.977E-6 ; 4.46528E-6
Mo112 ; 4.40859E-7 ; 2.82149E-7
Mo113 ; 4.41255E-9 ; 2.82403E-9
Mo114 ; 4.57991E-10 ; 2.93114E-10
Mo115 ; 1.34212E-10 ; 8.58957E-11
