Product , Fast (500 keV) 
Product ,  
Product , Yield 
Pm160 ,0.00001948
Pm161 ,0.0000028
Pm162 ,0.000000193
Pm163 ,0.00000000799
Pm164 ,2.49E-10
Pm165 ,4.69979E-12
Pm166 ,1.31636E-14
Pm167 ,3.67326E-16
Pm168 ,3.98205E-18
Pm169 ,  
Sm143 ,0
Sm143m ,0
Sm144 ,0
Sm145 ,0
Sm146 ,0
Sm147 ,0
Sm148 ,4.66E-14
Sm149 ,4.26E-12
Sm150 ,2.8E-10
Sm151 ,0.00000000955
Sm152 ,0.000000219
Sm153 ,0.00000255
Sm154 ,0.00001842
Sm155 ,0.00010147
Sm156 ,0.00034205
Sm157 ,0.0005438
Sm158 ,0.00067642
Sm159 ,0.00044787
Sm160 ,0.00025513
Sm161 ,0.0000887
Sm162 ,0.00002092
