Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Mo102 ; 0.00712788 ; 0.00456184
Mo103 ; 0.012693 ; 0.00406177
Mo104 ; 0.0126845 ; 0.00405903
Mo105 ; 0.0101224 ; 0.00647832
Mo106 ; 0.00868032 ; 0.0055554
Mo107 ; 0.00509085 ; 0.00325815
Mo108 ; 0.00262858 ; 0.00168229
Mo109 ; 0.0010916 ; 6.98622E-4
Mo110 ; 3.25083E-4 ; 2.08053E-4
Mo111 ; 7.40391E-5 ; 4.7385E-5
Mo112 ; 1.11586E-5 ; 7.14152E-6
Mo113 ; 9.34353E-7 ; 5.97986E-7
Mo114 ; 1.23934E-7 ; 7.93176E-8
Mo115 ; 6.27626E-10 ; 4.0168E-10
Mo116 ; 3.92955E-10 ; 2.51491E-10
Mo117 ; 5.21675E-11 ; 3.33872E-11
Tc93 ; 0.0 ; 0.0
Tc95 ; 7.87911E-13 ; 5.04263E-13
Tc95m ; 9.7389E-14 ; 6.23289E-14
Tc97 ; 1.12987E-9 ; 7.23118E-10
Tc97m ; 1.12987E-9 ; 7.23118E-10
Tc98 ; 5.54937E-8 ; 3.5516E-8
Tc99 ; 8.14908E-7 ; 5.21541E-7
Tc99m ; 1.00989E-7 ; 6.46327E-8
Tc100 ; 8.58903E-6 ; 5.49698E-6
Tc101 ; 6.06131E-5 ; 3.87924E-5
Tc102 ; 1.65141E-4 ; 1.0569E-4
Tc102m ; 1.65141E-4 ; 1.0569E-4
Tc103 ; 0.00131063 ; 8.38804E-4
Tc104 ; 0.00236864 ; 0.00151593
Tc105 ; 0.00406202 ; 0.00259969
Tc106 ; 0.00509472 ; 0.00326062
Tc107 ; 0.0062361 ; 0.00399111
Tc108 ; 0.00669701 ; 0.00428609
Tc109 ; 0.00597974 ; 0.00382704
Tc110 ; 0.00382151 ; 0.00244576
Tc111 ; 0.00195885 ; 0.00125366
Tc112 ; 6.91372E-4 ; 4.42478E-4
Tc113 ; 2.08172E-4 ; 1.3323E-4
Tc114 ; 4.23052E-5 ; 2.70753E-5
Tc115 ; 1.49216E-6 ; 9.549821E-7
Tc116 ; 7.55914E-7 ; 4.83785E-7
Tc117 ; 1.24026E-7 ; 7.93769E-8
Tc118 ; 1.66895E-9 ; 1.06813E-9
Tc119 ; 1.70679E-10 ; 1.09235E-10
Tc120 ; 1.36207E-11 ; 8.71724E-12
Ru95 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0
Ru97 ; 1.07988E-13 ; 6.91122E-14
Ru98 ; 6.79923E-12 ; 4.35151E-12
Ru99 ; 2.87967E-10 ; 1.84299E-10
Ru100 ; 6.86922E-9 ; 4.3963E-9
Ru101 ; 1.18987E-7 ; 7.61514E-8
Ru102 ; 1.58982E-6 ; 1.01748E-6
Ru103 ; 1.47783E-5 ; 9.45813E-6
Ru104 ; 5.04243E-5 ; 3.22715E-5
Ru105 ; 9.90988E-5 ; 6.34232E-5
Ru106 ; 3.75367E-4 ; 2.40235E-4
Ru107 ; 9.837491E-4 ; 6.29599E-4
Ru108 ; 0.00223224 ; 0.00142863
Ru109 ; 0.00211878 ; 0.00135602
Ru109m ; 0.00211878 ; 0.00135602
Ru110 ; 0.00561834 ; 0.00359574
Ru111 ; 0.00612807 ; 0.00392196
Ru112 ; 0.00477226 ; 0.00305425
Ru113 ; 0.00318548 ; 0.00203871
Ru114 ; 0.00145424 ; 9.30711E-4
Ru115 ; 3.32449E-4 ; 2.12768E-4
Ru116 ; 1.37014E-4 ; 8.76893E-5
Ru117 ; 2.76328E-5 ; 1.7685E-5
Ru118 ; 3.96788E-6 ; 2.53944E-6
Ru119 ; 4.05783E-7 ; 2.59701E-7
Ru120 ; 3.23827E-8 ; 2.07249E-8
Ru121 ; 9.20657E-10 ; 5.89221E-10
Ru122 ; 6.40927E-11 ; 4.10194E-11
Ru124 ; 3.10965E-14 ; 1.99017E-14
Rh99 ; 0.0 ; 0.0
Rh101 ; 2.36973E-12 ; 1.51663E-12
Rh101m ; 1.91978E-11 ; 1.22866E-11
Rh102 ; 3.5696E-10 ; 2.28454E-10
Rh102m ; 3.5696E-10 ; 2.28454E-10
Rh103 ; 1.36984E-10 ; 4.3835E-11
Rh103m ; 1.57982E-9 ; 1.01109E-9
Rh104 ; 1.59982E-8 ; 1.02388E-8
Rh104m ; 9.06897E-8 ; 5.80414E-8
Rh105 ; 4.07954E-8 ; 1.30545E-8
Rh105m ; 3.5496E-9 ; 2.27174E-9
Rh106 ; 1.44984E-6 ; 9.27895E-7
Rh106m ; 1.44984E-6 ; 9.27895E-7
Rh107 ; 1.7488E-5 ; 1.11923E-5
Rh108 ; 4.4345E-5 ; 2.83808E-5
Rh108m ; 4.4345E-5 ; 2.83808E-5
Rh109 ; 1.88409E-4 ; 1.20582E-4
Rh109m ; 1.88409E-4 ; 1.20582E-4
Rh110 ; 5.35159E-4 ; 3.42502E-4
Rh110m ; 5.35159E-4 ; 3.42502E-4
Rh111 ; 0.00250659 ; 0.00160421
Rh112 ; 0.00480174 ; 0.00307311
Rh113 ; 0.00599741 ; 0.00383834
Rh114 ; 0.00582878 ; 0.00373042
Rh115 ; 0.00290992 ; 0.00186235
Rh116 ; 0.00259515 ; 0.00166089
Rh117 ; 0.00116685 ; 7.46783E-4
Rh118 ; 3.85666E-4 ; 2.46826E-4
Rh119 ; 9.27595E-5 ; 5.93661E-5
Rh120 ; 1.7258E-5 ; 1.10451E-5
Rh121 ; 2.18883E-6 ; 1.40085E-6
Rh122 ; 2.03977E-7 ; 1.30545E-7
Rh123 ; 1.31985E-8 ; 8.44704E-9
Rh124 ; 6.22929E-10 ; 3.98675E-10
Rh125 ; 3.69524E-11 ; 2.36495E-11
Pd99 ; 0.0 ; 0.0
Pd101 ; 0.0 ; 0.0
Pd102 ; 2.86967E-14 ; 1.83659E-14
Pd103 ; 1.58982E-12 ; 1.01748E-12
Pd104 ; 2.06977E-11 ; 1.32465E-11
Pd105 ; 1.51983E-10 ; 9.7269E-11
