Product ; High (14 MeV) ; High (14 MeV) ; Fast (500 keV) ; Fast (500 keV)
Product ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error
Cd113m ; 2.83E-7 ; 1.8112E-7 ; 5.31E-10 ; 3.3984E-10
Cd114 ; 3.69E-6 ; 2.3616E-6 ; 2.8E-8 ; 1.792E-8
Cd115 ; 3.86E-6 ; 2.4704E-6 ; 1.2E-7 ; 7.68001E-8
Cd115m ; 2.371E-5 ; 1.51744E-5 ; 4.5E-7 ; 2.88E-7
Cd116 ; 1.3814E-4 ; 8.84096E-5 ; 5.53E-6 ; 3.5392E-6
Cd117 ; 7.684E-5 ; 4.91776E-5 ; 6.5E-6 ; 4.16E-6
Cd117m ; 4.7202E-4 ; 3.02093E-4 ; 2.446E-5 ; 1.56544E-5
Cd118 ; 0.00162658 ; 0.00104101 ; 1.3778E-4 ; 8.81793E-5
Cd119 ; 0.00171043 ; 0.00109468 ; 1.4526E-4 ; 9.29665E-5
Cd119m ; 0.00171043 ; 0.00109468 ; 1.4526E-4 ; 9.29665E-5
Cd120 ; 0.00544388 ; 0.00348408 ; 4.7749E-4 ; 3.05594E-4
Cd121 ; 0.0038093 ; 0.00243795 ; 2.28755E-4 ; 1.46403E-4
Cd121m ; 0.0038093 ; 0.00243795 ; 2.28755E-4 ; 1.46403E-4
Cd122 ; 0.00632752 ; 0.00404961 ; 3.8113E-4 ; 2.43923E-4
Cd123 ; 0.00464468 ; 0.0029726 ; 1.588E-4 ; 1.01632E-4
Cd124 ; 0.00253703 ; 0.0016237 ; 6.42E-6 ; 4.1088E-6
Cd125 ; 0.00102367 ; 6.55149E-4 ; 1.49E-6 ; 9.53601E-7
Cd126 ; 3.4801E-4 ; 2.22726E-4 ; 4.68E-7 ; 2.9952E-7
Cd127 ; 1.0391E-4 ; 6.65024E-5 ; 7.97001E-8 ; 5.1008E-8
Cd128 ; 4.081E-5 ; 2.61184E-5 ; 1.49E-8 ; 9.53601E-9
Cd129 ; 5.92789E-6 ; 3.79385E-6 ; 2.4E-9 ; 1.536E-9
Cd130 ; 4.79E-7 ; 3.0656E-7 ; 2.21E-6 ; 1.4144E-6
Cd131 ; 2.21E-8 ; 1.4144E-8 ; 1.14997E-7 ; 7.3598E-8
Cd132 ; 8.81E-10 ; 5.6384E-10 ; 2.61995E-9 ; 1.67677E-9
Cd133 ; 4.02839E-11 ; 2.57817E-11 ; 2.59206E-11 ; 1.65892E-11
Cd134 ; 1.62E-13 ; 1.0368E-13 ; 1.69E-13 ; 1.0816E-13
Cd136 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In107 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In109 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In111 ; 5.88E-14 ; 3.7632E-14 ; 0.0 ; 0.0
In112 ; 3.98E-13 ; 2.5472E-13 ; 0.0 ; 0.0
In112m ; 3.22E-12 ; 2.0608E-12 ; 0.0 ; 0.0
In113 ; 1.01E-10 ; 6.464E-11 ; 1.04E-14 ; 6.656E-15
In113m ; 1.25E-11 ; 8.0E-12 ; 0.0 ; 0.0
In114 ; 4.76E-10 ; 3.0464E-10 ; 3.58E-13 ; 2.2912E-13
In114m ; 2.7E-9 ; 1.728E-9 ; 1.27E-12 ; 8.12801E-13
In115 ; 5.11E-8 ; 3.2704E-8 ; 1.4E-10 ; 8.96001E-11
In115m ; 6.31E-9 ; 4.0384E-9 ; 2.87E-11 ; 1.8368E-11
In116 ; 2.34667E-7 ; 1.50187E-7 ; 1.6E-9 ; 1.024E-9
In116m ; 2.34667E-7 ; 1.50187E-7 ; 1.6E-9 ; 1.024E-9
In116n ; 2.34667E-7 ; 1.50187E-7 ; 1.6E-9 ; 1.024E-9
In117 ; 5.87E-6 ; 3.7568E-6 ; 9.93001E-8 ; 6.3552E-8
In117m ; 7.25E-7 ; 4.64E-7 ; 2.03E-8 ; 1.2992E-8
In118 ; 3.936E-5 ; 2.51904E-5 ; 1.1E-6 ; 7.04001E-7
In118m ; 3.475E-6 ; 2.224E-6 ; 1.555E-7 ; 9.95201E-8
In118n ; 3.475E-6 ; 2.224E-6 ; 1.555E-7 ; 9.95201E-8
In119 ; 1.9658E-4 ; 1.25811E-4 ; 1.013E-5 ; 6.4832E-6
In119m ; 2.43E-5 ; 1.5552E-5 ; 2.07E-6 ; 1.3248E-6
In120 ; 2.65367E-4 ; 1.69835E-4 ; 1.63867E-5 ; 1.04875E-5
In120m ; 2.65367E-4 ; 1.69835E-4 ; 1.63867E-5 ; 1.04875E-5
In120n ; 2.65367E-4 ; 1.69835E-4 ; 1.63867E-5 ; 1.04875E-5
In121 ; 0.0021515 ; 0.00137696 ; 1.5094E-4 ; 9.66017E-5
In121m ; 2.6592E-4 ; 1.70189E-4 ; 3.091E-5 ; 1.97824E-5
In122 ; 0.00214477 ; 0.00137265 ; 1.14713E-4 ; 7.34166E-5
In122m ; 0.0010724 ; 6.86336E-4 ; 1.14713E-4 ; 7.34166E-5
In122n ; 0.0010724 ; 6.86336E-4 ; 1.14713E-4 ; 7.34166E-5
In123 ; 0.00595185 ; 0.00380918 ; 4.4636E-4 ; 2.85671E-4
In123m ; 7.3562E-4 ; 4.70797E-4 ; 9.14201E-5 ; 5.85088E-5
In124 ; 0.00406543 ; 0.00260188 ; 2.5648E-4 ; 1.64147E-4
In124m ; 0.00406543 ; 0.00260188 ; 2.5648E-4 ; 1.64147E-4
In125 ; 0.00371499 ; 0.00237759 ; 2.4356E-4 ; 1.55879E-4
In125m ; 0.00371499 ; 0.00237759 ; 2.4356E-4 ; 1.55879E-4
In126 ; 0.0029289 ; 0.0018745 ; 1.8483E-4 ; 1.18291E-4
In126m ; 0.0029289 ; 0.0018745 ; 1.8483E-4 ; 1.18291E-4
In127 ; 0.00166147 ; 0.00106334 ; 1.5195E-4 ; 9.72481E-5
In127m ; 0.00166147 ; 0.00106334 ; 1.5195E-4 ; 9.72481E-5
In128 ; 0.00107096 ; 6.85418E-4 ; 7.91701E-5 ; 5.06688E-5
In128m ; 0.00107096 ; 6.85418E-4 ; 7.91701E-5 ; 5.06688E-5
In129 ; 3.806E-4 ; 2.43584E-4 ; 7.03801E-5 ; 4.50432E-5
In129m ; 3.806E-4 ; 2.43584E-4 ; 7.03801E-5 ; 4.50432E-5
In130 ; 5.234E-5 ; 3.34976E-5 ; 1.343E-4 ; 8.59521E-5
In130m ; 5.234E-5 ; 3.34976E-5 ; 1.343E-4 ; 8.59521E-5
In130n ; 5.234E-5 ; 3.34976E-5 ; 1.343E-4 ; 8.59521E-5
In131 ; 9.795E-6 ; 6.2688E-6 ; 4.7085E-5 ; 3.01344E-5
In131m ; 9.795E-6 ; 6.2688E-6 ; 4.7085E-5 ; 3.01344E-5
In132 ; 2.15E-6 ; 1.376E-6 ; 6.36E-6 ; 4.0704E-6
In133 ; 8.90597E-8 ; 5.69982E-8 ; 4.14974E-7 ; 2.65584E-7
In134 ; 3.2E-9 ; 2.048E-9 ; 6.41E-9 ; 4.1024E-9
In135 ; 1.05963E-10 ; 6.78166E-11 ; 4.18458E-11 ; 2.67813E-11
In136 ; 1.11E-12 ; 7.104E-13 ; 7.51001E-13 ; 4.8064E-13
Sn111 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn112 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn114 ; 2.43E-13 ; 1.5552E-13 ; 0.0 ; 0.0
Sn115 ; 1.08E-11 ; 6.912E-12 ; 0.0 ; 0.0
Sn116 ; 3.32E-10 ; 2.1248E-10 ; 6.11E-13 ; 3.9104E-13
Sn117 ; 3.785E-9 ; 2.4224E-9 ; 2.145E-11 ; 1.3728E-11
Sn117m ; 3.785E-9 ; 2.4224E-9 ; 2.145E-11 ; 1.3728E-11
Sn118 ; 1.31E-7 ; 8.384E-8 ; 2.41E-9 ; 1.5424E-9
Sn119 ; 2.08E-7 ; 1.3312E-7 ; 1.18E-8 ; 7.55201E-9
Sn119m ; 1.28E-6 ; 8.192E-7 ; 4.44E-8 ; 2.8416E-8
Sn120 ; 1.288E-5 ; 8.2432E-6 ; 1.05E-6 ; 6.72E-7
Sn121 ; 1.62E-5 ; 1.0368E-5 ; 2.68E-6 ; 1.7152E-6
Sn121m ; 7.378E-5 ; 4.72192E-5 ; 7.62001E-6 ; 4.8768E-6
Sn122 ; 3.5947E-4 ; 2.30061E-4 ; 8.09501E-5 ; 5.1808E-5
Sn123 ; 0.00101164 ; 6.4745E-4 ; 2.1535E-4 ; 1.37824E-4
Sn123m ; 2.2207E-4 ; 1.42125E-4 ; 7.56601E-5 ; 4.84224E-5
Sn124 ; 0.00337289 ; 0.00215865 ; 6.7406E-4 ; 4.31399E-4
Sn125 ; 0.00560538 ; 0.00358744 ; 7.91941E-4 ; 5.06842E-4
Sn125m ; 0.00123045 ; 7.87488E-4 ; 2.7825E-4 ; 1.7808E-4
Sn126 ; 0.0118895 ; 0.00380466 ; 0.00219418 ; 9.87382E-4
Sn127 ; 0.0100973 ; 0.00323113 ; 0.00253687 ; 0.0016236
Sn127m ; 0.00221647 ; 0.00141854 ; 8.91331E-4 ; 5.70452E-4
Sn128 ; 0.00628854 ; 0.00402467 ; 0.00290379 ; 0.00185842
Sn128m ; 0.00628854 ; 0.00402467 ; 0.00290379 ; 0.00185842
Sn129 ; 0.0084478 ; 0.00540659 ; 0.00924179 ; 0.00591474
Sn129m ; 0.00185358 ; 0.00118629 ; 0.00324501 ; 0.00207681
Sn130 ; 0.00256744 ; 0.00164316 ; 0.00664956 ; 0.00425572
Sn130m ; 0.00256744 ; 0.00164316 ; 0.00664956 ; 0.00425572
Sn131 ; 8.30615E-4 ; 5.31594E-4 ; 0.0038365 ; 0.00245536
Sn131m ; 8.30615E-4 ; 5.31594E-4 ; 0.0038365 ; 0.00245536
Sn132 ; 4.8293E-4 ; 3.09075E-4 ; 0.00236698 ; 0.00151487
Sn133 ; 5.666E-5 ; 3.62624E-5 ; 4.4058E-4 ; 2.81971E-4
Sn134 ; 5.56E-6 ; 3.5584E-6 ; 3.424E-5 ; 2.19136E-5
Sn135 ; 2.97894E-7 ; 1.90652E-7 ; 1.51996E-6 ; 9.72774E-7
Sn136 ; 1.48E-8 ; 9.472E-9 ; 5.83E-8 ; 3.7312E-8
Sn137 ; 3.11E-10 ; 1.9904E-10 ; 8.49001E-10 ; 5.4336E-10
Sn138 ; 6.5E-12 ; 4.16E-12 ; 1.06E-11 ; 6.784E-12
Sn139 ;  ;  ; 2.56707E-13 ; 1.64293E-13
Sb113 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb117 ; 7.75E-13 ; 4.96E-13 ; 0.0 ; 0.0
Sb118 ; 8.79E-12 ; 5.6256E-12 ; 2.01E-14 ; 1.2864E-14
Sb118m ; 2.5E-11 ; 1.6E-11 ; 3.42E-14 ; 2.1888E-14
Sb119 ; 9.38E-10 ; 6.0032E-10 ; 5.95E-12 ; 3.808E-12
Sb120 ; 5.24E-9 ; 3.3536E-9 ; 1.22E-10 ; 7.80801E-11
Sb120m ; 1.49E-8 ; 9.536E-9 ; 2.08E-10 ; 1.3312E-10
Sb121 ; 3.38E-7 ; 2.1632E-7 ; 1.56E-8 ; 9.98401E-9
Sb122 ; 9.6E-7 ; 6.144E-7 ; 1.49E-7 ; 9.53601E-8
Sb122m ; 2.24E-6 ; 1.4336E-6 ; 1.98E-7 ; 1.2672E-7
Sb123 ; 2.562E-5 ; 1.63968E-5 ; 5.43E-6 ; 3.4752E-6
Sb124 ; 5.57933E-5 ; 3.57077E-5 ; 3.22667E-7 ; 2.06507E-7
Sb124m ; 5.57933E-5 ; 3.57077E-5 ; 3.22667E-7 ; 2.06507E-7
Sb124n ; 5.57933E-5 ; 3.57077E-5 ; 3.22667E-7 ; 2.06507E-7
Sb125 ; 7.9092E-4 ; 5.06189E-4 ; 6.21E-6 ; 3.9744E-6
Sb126 ; 0.00180487 ; 0.00115512 ; 1.144E-5 ; 7.32161E-6
Sb126m ; 6.7558E-4 ; 4.32371E-4 ; 7.90001E-6 ; 5.056E-6
Sb126n ; 6.7558E-4 ; 4.32371E-4 ; 7.90001E-6 ; 5.056E-6
Sb127 ; 0.00589723 ; 0.00377423 ; 1.5641E-4 ; 1.00102E-4
Sb128 ; 0.00538217 ; 0.00344459 ; 2.1289E-4 ; 1.3625E-4
Sb128m ; 0.0040601 ; 0.00259846 ; 2.9399E-4 ; 1.88154E-4
Sb129 ; 0.01711 ; 0.00547521 ; 0.00353007 ; 0.00225925
Sb130 ; 0.0110742 ; 0.00354373 ; 0.00412904 ; 0.00264259
Sb130m ; 0.00835418 ; 0.00534668 ; 0.005702 ; 0.00364928
Sb131 ; 0.0152476 ; 0.00487923 ; 0.020599 ; 0.00659168
Sb132 ; 0.00431431 ; 0.00276116 ; 0.00810537 ; 0.00518743
Sb132m ; 0.00674802 ; 0.00431873 ; 0.00718778 ; 0.00460018
Sb133 ; 0.00348699 ; 0.00223167 ; 0.0120954 ; 0.00387053
Sb134 ; 4.50915E-4 ; 2.88586E-4 ; 0.00130984 ; 8.38295E-4
Sb134m ; 4.50915E-4 ; 2.88586E-4 ; 0.00130984 ; 8.38295E-4
Sb135 ; 1.3259E-4 ; 8.48576E-5 ; 5.4545E-4 ; 3.49088E-4
Sb136 ; 1.753E-5 ; 1.12192E-5 ; 5.912E-5 ; 3.78368E-5
Sb137 ; 9.9E-7 ; 6.336E-7 ; 3.99E-6 ; 2.5536E-6
Sb138 ; 5.45E-8 ; 3.488E-8 ; 1.4E-7 ; 8.96001E-8
Sb139 ; 2.15E-9 ; 1.376E-9 ; 4.10975E-9 ; 2.63024E-9
Sb140 ; 7.02091E-11 ; 4.49338E-11 ; 2.69196E-11 ; 1.72286E-11
Sb141 ;  ;  ; 2.53215E-12 ; 1.62058E-12
Te115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te117 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te118 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te119 ; 5.22E-14 ; 3.3408E-14 ; 0.0 ; 0.0
Te120 ; 2.83E-12 ; 1.8112E-12 ; 1.48E-14 ; 9.47201E-15
Te121 ; 5.85E-11 ; 3.744E-11 ; 1.06E-12 ; 6.784E-13
Te121m ; 5.85E-11 ; 3.744E-11 ; 1.06E-12 ; 6.784E-13
Te122 ; 2.69E-9 ; 1.7216E-9 ; 2.33E-10 ; 1.4912E-10
Te123 ; 7.29E-9 ; 4.6656E-9 ; 2.18E-9 ; 1.3952E-9
Te123m ; 4.48E-8 ; 2.8672E-8 ; 8.19001E-9 ; 5.2416E-9
Te124 ; 8.53E-7 ; 5.4592E-7 ; 2.53E-12 ; 1.6192E-12
Te125 ; 1.39E-6 ; 8.896E-7 ; 9.98001E-12 ; 6.3872E-12
Te125m ; 8.56E-6 ; 5.4784E-6 ; 3.75E-11 ; 2.4E-11
Te126 ; 9.568E-5 ; 6.12352E-5 ; 9.25001E-10 ; 5.92E-10
Te127 ; 6.144E-5 ; 3.93216E-5 ; 4.22E-9 ; 2.7008E-9
Te127m ; 2.7988E-4 ; 1.79123E-4 ; 1.2E-8 ; 7.68001E-9
Te128 ; 8.8147E-4 ; 5.64141E-4 ; 2.42E-7 ; 1.5488E-7
Te129 ; 6.5807E-4 ; 4.21165E-4 ; 1.35E-6 ; 8.64001E-7
Te129m ; 0.00299788 ; 0.00191864 ; 3.85E-6 ; 2.464E-6
Te130 ; 0.00949715 ; 0.00607818 ; 0.0018687 ; 0.00119597
Te131 ; 0.00315855 ; 0.00202147 ; 0.00230506 ; 0.00147524
Te131m ; 0.0143889 ; 0.00460446 ; 0.00656057 ; 0.00419877
Te132 ; 0.0300536 ; 0.00691234 ; 0.0250351 ; 0.00801125
Te133 ; 0.00427491 ; 0.00273594 ; 0.0117382 ; 0.00375624
Te133m ; 0.0194746 ; 0.00623188 ; 0.033409 ; 0.0106909
Te134 ; 0.0151722 ; 0.00485511 ; 0.0394022 ; 0.0126087
Te135 ; 0.00580565 ; 0.00371562 ; 0.0206098 ; 0.00659513
Te136 ; 0.00196014 ; 0.00125449 ; 0.00960128 ; 0.00614482
Te137 ; 2.8822E-4 ; 1.84461E-4 ; 0.00170247 ; 0.00108958
Te138 ; 4.1E-5 ; 2.624E-5 ; 2.6906E-4 ; 1.72199E-4
Te139 ; 4.12E-6 ; 2.6368E-6 ; 2.115E-5 ; 1.3536E-5
Te140 ; 2.1393E-7 ; 1.36915E-7 ; 1.32997E-6 ; 8.51183E-7
Te141 ; 4.68396E-9 ; 2.99774E-9 ; 9.1975E-8 ; 5.8864E-8
Te142 ; 3.5E-10 ; 2.24E-10 ; 8.34001E-10 ; 5.3376E-10
Te143 ; 5.50792E-11 ; 3.52507E-11 ; 8.23026E-12 ; 5.26737E-12
Te144 ;  ;  ; 6.31394E-13 ; 4.04092E-13
I121 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I123 ; 9.56E-12 ; 6.1184E-12 ; 4.4E-13 ; 2.816E-13
I125 ; 1.2E-8 ; 7.68E-9 ; 0.0 ; 0.0
I126 ; 2.91E-7 ; 1.8624E-7 ; 0.0 ; 0.0
I127 ; 2.05E-6 ; 1.312E-6 ; 0.0 ; 0.0
I128 ; 8.81E-6 ; 5.6384E-6 ; 1.53E-14 ; 9.79201E-15
I129 ; 8.893E-5 ; 5.69152E-5 ; 1.91E-12 ; 1.2224E-12
I130 ; 4.6072E-4 ; 2.94861E-4 ; 4.61E-6 ; 2.9504E-6
I130m ; 1.0113E-4 ; 6.47232E-5 ; 1.7E-6 ; 1.088E-6
I131 ; 0.00256609 ; 0.0016423 ; 1.2797E-4 ; 8.19009E-5
I132 ; 0.00528669 ; 0.00338348 ; 4.6765E-4 ; 2.99296E-4
I132m ; 0.00528669 ; 0.00338348 ; 4.6765E-4 ; 2.99296E-4
I133 ; 0.0102782 ; 0.00657802 ; 0.00341074 ; 0.00218287
I133m ; 0.0102782 ; 0.00657802 ; 0.00341074 ; 0.00218287
I134 ; 0.0120631 ; 0.00386019 ; 0.00748773 ; 0.00479214
I134m ; 0.0188684 ; 0.0060379 ; 0.00664269 ; 0.00425132
I135 ; 0.0288201 ; 0.00922243 ; 0.0278252 ; 0.00445203
I136 ; 0.011647 ; 0.00372705 ; 0.0147447 ; 0.0047183
I136m ; 0.0116432 ; 0.00372581 ; 0.014722 ; 0.00471103
I137 ; 0.00842842 ; 0.00539419 ; 0.0201981 ; 0.00646341
I138 ; 0.00296038 ; 0.00189464 ; 0.00785056 ; 0.00502436
I139 ; 7.3377E-4 ; 4.69613E-4 ; 0.0025685 ; 0.00164384
I140 ; 9.546E-5 ; 6.10944E-5 ; 4.1864E-4 ; 2.6793E-4
I141 ; 1.03553E-5 ; 6.6274E-6 ; 6.45781E-5 ; 4.133E-5
I142 ; 1.03E-6 ; 6.592E-7 ; 3.14E-6 ; 2.0096E-6
I143 ; 1.21769E-7 ; 7.79324E-8 ; 1.31762E-7 ; 8.43278E-8
I144 ; 8.89096E-10 ; 5.69021E-10 ; 7.43162E-9 ; 4.75623E-9
I145 ; 6.08045E-11 ; 3.89149E-11 ; 1.38477E-11 ; 8.8625E-12
I146 ;  ;  ; 2.22644E-13 ; 1.42492E-13
Xe124 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125 ; 6.45E-13 ; 4.128E-13 ; 0.0 ; 0.0
Xe125m ; 6.45E-13 ; 4.128E-13 ; 0.0 ; 0.0
Xe126 ; 8.07E-11 ; 5.1648E-11 ; 0.0 ; 0.0
Xe127 ; 5.7E-10 ; 3.648E-10 ; 0.0 ; 0.0
Xe127m ; 5.7E-10 ; 3.648E-10 ; 0.0 ; 0.0
Xe128 ; 8.35E-9 ; 5.344E-9 ; 0.0 ; 0.0
Xe129 ; 1.065E-7 ; 6.816E-8 ; 0.0 ; 0.0
Xe129m ; 1.065E-7 ; 6.816E-8 ; 0.0 ; 0.0
Xe130 ; 3.45E-6 ; 2.208E-6 ; 3.3E-9 ; 2.112E-9
Xe131 ; 7.47E-6 ; 4.7808E-6 ; 4.82E-8 ; 3.0848E-8
Xe131m ; 3.404E-5 ; 2.17856E-5 ; 1.37E-7 ; 8.76801E-8
Xe132 ; 4.3972E-4 ; 2.81421E-4 ; 6.46E-6 ; 4.1344E-6
Xe133 ; 4.0148E-4 ; 2.56947E-4 ; 3.395E-5 ; 2.1728E-5
Xe133m ; 0.00182898 ; 0.00117055 ; 9.66201E-5 ; 6.18368E-5
Xe134 ; 0.00146571 ; 9.38054E-4 ; 3.2904E-4 ; 2.10586E-4
Xe134m ; 0.00667712 ; 0.00427336 ; 8.89641E-4 ; 5.6937E-4
Xe135 ; 0.00330846 ; 0.00211741 ; 0.00174944 ; 0.00111964
Xe135m ; 0.0150716 ; 0.00482292 ; 0.00501423 ; 0.00320911
Xe136 ; 0.0342299 ; 0.0154035 ; 0.0239376 ; 0.0107719
Xe137 ; 0.0287058 ; 0.00918585 ; 0.0353893 ; 0.0113246
Xe138 ; 0.0233748 ; 0.00747995 ; 0.049908 ; 0.0159706
Xe139 ; 0.0134804 ; 0.00431372 ; 0.0361502 ; 0.0115681
Xe140 ; 0.00418032 ; 0.0026754 ; 0.0228153 ; 0.00730089
Xe141 ; 0.00113133 ; 7.24051E-4 ; 0.00839015 ; 0.00536969
Xe142 ; 2.8039E-4 ; 1.7945E-4 ; 0.00177872 ; 0.00113838
Xe143 ; 1.57941E-5 ; 1.01082E-5 ; 1.04949E-4 ; 6.71675E-5
Xe143m ; 1.57941E-5 ; 1.01082E-5 ; 1.04949E-4 ; 6.71675E-5
Xe144 ; 2.70911E-6 ; 1.73383E-6 ; 1.61026E-5 ; 1.03057E-5
Xe145 ; 1.70939E-7 ; 1.09401E-7 ; 5.02987E-7 ; 3.21911E-7
Xe146 ; 7.02E-9 ; 4.4928E-9 ; 1.09998E-8 ; 7.03986E-9
Xe147 ; 1.79794E-10 ; 1.15068E-10 ; 1.43449E-11 ; 9.18072E-12
Xe148 ; 3.22E-12 ; 2.0608E-12 ; 7.92001E-13 ; 5.0688E-13
Xe149 ;  ;  ; 8.38583E-14 ; 5.36693E-14
Xe150 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs127 ; 5.63E-14 ; 3.6032E-14 ; 0.0 ; 0.0
Cs129 ; 4.64E-11 ; 2.9696E-11 ; 0.0 ; 0.0
Cs131 ; 6.5E-8 ; 4.16E-8 ; 5.92E-12 ; 3.7888E-12
Cs132 ; 1.86E-6 ; 1.1904E-6 ; 6.21E-10 ; 3.9744E-10
Cs133 ; 2.619E-5 ; 1.67616E-5 ; 6.17E-8 ; 3.9488E-8
Cs134 ; 1.23965E-4 ; 7.93376E-5 ; 8.60001E-7 ; 5.504E-7
Cs134m ; 1.23965E-4 ; 7.93376E-5 ; 8.60001E-7 ; 5.504E-7
Cs135 ; 7.21695E-4 ; 4.61885E-4 ; 2.1795E-5 ; 1.39488E-5
Cs135m ; 7.21695E-4 ; 4.61885E-4 ; 2.1795E-5 ; 1.39488E-5
Cs136 ; 0.00239355 ; 0.00153188 ; 2.05435E-4 ; 1.31478E-4
Cs136m ; 0.00239355 ; 0.00153188 ; 2.05435E-4 ; 1.31478E-4
Cs137 ; 0.0126712 ; 0.00405479 ; 0.00242999 ; 0.00155519
Cs138 ; 0.0116746 ; 0.00373589 ; 0.00388921 ; 0.0024891
Cs138m ; 0.0116757 ; 0.00268541 ; 0.00388951 ; 0.00248929
Cs139 ; 0.0298219 ; 0.009543 ; 0.0198989 ; 0.00636766
Cs140 ; 0.0207534 ; 0.00664108 ; 0.0264877 ; 0.00847606
Cs141 ; 0.0131569 ; 0.0042102 ; 0.0340917 ; 0.0109094
Cs142 ; 0.00766995 ; 0.00490877 ; 0.0168314 ; 0.00538603
Cs143 ; 0.00209 ; 0.0013376 ; 0.00836754 ; 0.00535522
Cs144 ; 4.388E-4 ; 2.80832E-4 ; 0.00170939 ; 0.00109401
Cs145 ; 6.91E-5 ; 4.4224E-5 ; 2.4528E-4 ; 1.56979E-4
Cs146 ; 7.2E-6 ; 4.608E-6 ; 1.522E-5 ; 9.74081E-6
Cs147 ; 3.97488E-7 ; 2.54392E-7 ; 2.29654E-7 ; 1.46978E-7
Cs148 ; 2.17E-8 ; 1.3888E-8 ; 1.4E-8 ; 8.96001E-9
Cs149 ; 3.22513E-10 ; 2.06408E-10 ; 1.34253E-9 ; 8.59218E-10
Cs150 ; 1.4E-11 ; 8.96E-12 ; 2.6E-12 ; 1.664E-12
Cs151 ;  ;  ; 7.04789E-14 ; 4.51065E-14
Ba129 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba131 ; 9.13E-12 ; 5.8432E-12 ; 0.0 ; 0.0
Ba132 ; 7.23E-10 ; 4.6272E-10 ; 0.0 ; 0.0
Ba133 ; 2.93E-8 ; 1.8752E-8 ; 2.52E-12 ; 1.6128E-12
Ba134 ; 7.54E-7 ; 4.8256E-7 ; 3.63E-10 ; 2.3232E-10
Ba135 ; 5.995E-6 ; 3.8368E-6 ; 1.37E-8 ; 8.76801E-9
Ba135m ; 5.995E-6 ; 3.8368E-6 ; 1.37E-8 ; 8.76801E-9
Ba136 ; 6.45E-5 ; 4.128E-5 ; 6.05E-7 ; 3.872E-7
Ba136m ; 6.45E-5 ; 4.128E-5 ; 6.05E-7 ; 3.872E-7
Ba137 ; 1.2103E-4 ; 7.74592E-5 ; 5.0E-6 ; 3.2E-6
Ba137m ; 5.5135E-4 ; 3.52864E-4 ; 1.422E-5 ; 9.10081E-6
Ba138 ; 0.00294265 ; 0.0018833 ; 2.6384E-4 ; 1.68858E-4
Ba139 ; 0.00853103 ; 0.00545986 ; 0.00161534 ; 0.00103382
Ba140 ; 0.0132317 ; 0.00423414 ; 0.00810438 ; 0.0051868
Ba141 ; 0.0189431 ; 0.0060618 ; 0.022019 ; 0.00704608
Ba142 ; 0.0245739 ; 0.00786365 ; 0.0390244 ; 0.0124878
Ba143 ; 0.0151658 ; 0.00485305 ; 0.0434907 ; 0.013917
Ba144 ; 0.00738296 ; 0.00472509 ; 0.0345319 ; 0.0110502
Ba145 ; 0.00276518 ; 0.00176972 ; 0.0122888 ; 0.00393241
Ba146 ; 7.0059E-4 ; 4.48378E-4 ; 0.00331626 ; 0.00212241
Ba147 ; 1.03112E-4 ; 6.59919E-5 ; 3.65841E-4 ; 2.34138E-4
Ba148 ; 1.316E-5 ; 8.4224E-6 ; 3.544E-5 ; 2.26816E-5
Ba149 ; 9.06677E-7 ; 5.80274E-7 ; 2.13866E-6 ; 1.36874E-6
Ba150 ; 5.4E-8 ; 3.456E-8 ; 7.79001E-8 ; 4.9856E-8
Ba151 ; 8.49986E-10 ; 5.43991E-10 ; 2.56E-9 ; 1.6384E-9
Ba152 ; 5.69E-11 ; 3.6416E-11 ; 1.47E-11 ; 9.40801E-12
Ba153 ; 2.67655E-12 ; 1.71299E-12 ; 1.41782E-13 ; 9.07407E-14
Ba154 ; 0.0 ; 0.0 ; 0.0 ; 0.0
La133 ; 2.93E-12 ; 1.8752E-12 ; 0.0 ; 0.0
La135 ; 9.38E-9 ; 6.0032E-9 ; 3.71E-13 ; 2.3744E-13
La137 ; 3.68E-6 ; 2.3552E-6 ; 3.58E-9 ; 2.2912E-9
La138 ; 4.057E-5 ; 2.59648E-5 ; 1.36E-7 ; 8.70401E-8
La139 ; 2.8405E-4 ; 1.81792E-4 ; 3.64E-6 ; 2.3296E-6
La140 ; 0.0010392 ; 6.65088E-4 ; 4.659E-5 ; 2.98176E-5
