Product ; Th227  Thermal (0.0253 eV) ; Th227  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th232  Fast (500 keV) ; Th232  Fast (500 keV) ; Th232  High (14 MeV) ; Th232  High (14 MeV)
Product ;  ;  ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error ; Yield ; Error
Sr85 ; 5.55E-11 ; 3.552E-11 ; 2.66001E-11 ; 1.70241E-11 ; 0.0 ; 0.0 ; 3.235E-12 ; 2.0704E-12
Sr85m ; 5.55E-11 ; 3.552E-11 ; 2.66001E-11 ; 1.70241E-11 ; 0.0 ; 0.0 ; 3.235E-12 ; 2.0704E-12
Sr86 ; 1.37E-8 ; 8.76801E-9 ; 4.77002E-9 ; 3.05282E-9 ; 1.19997E-12 ; 7.67983E-13 ; 2.9E-10 ; 1.856E-10
Sr87 ; 4.04E-7 ; 2.5856E-7 ; 1.91001E-7 ; 1.22241E-7 ; 1.49997E-10 ; 9.59978E-11 ; 1.18E-8 ; 7.552E-9
Sr87m ; 9.47001E-8 ; 6.06081E-8 ; 4.48002E-8 ; 2.86722E-8 ; 3.05993E-11 ; 1.95836E-11 ; 1.46E-9 ; 9.344E-10
Sr88 ; 1.307E-5 ; 8.36481E-6 ; 7.82004E-6 ; 5.00483E-6 ; 1.59996E-8 ; 1.02398E-8 ; 2.76E-7 ; 1.7664E-7
Sr89 ; 1.8106E-4 ; 1.15878E-4 ; 1.11711E-4 ; 7.14948E-5 ; 6.85985E-7 ; 4.3903E-7 ; 6.54E-6 ; 4.1856E-6
Sr90 ; 0.0019718 ; 0.00126195 ; 0.00231642 ; 0.00148251 ; 1.76096E-5 ; 1.12701E-5 ; 7.496E-5 ; 4.79744E-5
Sr91 ; 0.00809955 ; 0.00518371 ; 0.00613841 ; 9.82146E-4 ; 2.08025E-4 ; 1.33136E-4 ; 5.3572E-4 ; 3.42861E-4
Sr92 ; 0.0244779 ; 0.00783292 ; 0.0252422 ; 0.00201937 ; 0.00200978 ; 6.43131E-4 ; 0.00402929 ; 0.00257875
Sr93 ; 0.0304737 ; 0.00975158 ; 0.0326421 ; 0.00195853 ; 0.00717213 ; 0.00459016 ; 0.00791519 ; 0.00506572
Sr94 ; 0.0322118 ; 0.0103078 ; 0.0361576 ; 0.00831626 ; 0.0203915 ; 0.0065253 ; 0.0186995 ; 0.00598385
Sr95 ; 0.0235243 ; 0.00752776 ; 0.0160009 ; 0.00368021 ; 0.0340647 ; 0.00783488 ; 0.0243062 ; 0.00777799
Sr96 ; 0.0131399 ; 0.00420476 ; 0.00617738 ; 0.00395352 ; 0.0353758 ; 0.0113203 ; 0.0226535 ; 0.00724913
Sr97 ; 0.00304888 ; 0.00195128 ; 0.00125913 ; 8.05841E-4 ; 0.0264104 ; 0.00845132 ; 0.0174523 ; 0.00558474
Sr98 ; 3.1807E-4 ; 2.03565E-4 ; 1.65451E-4 ; 1.05889E-4 ; 0.013152 ; 0.00420863 ; 0.00857311 ; 0.00548679
Sr99 ; 1.85E-6 ; 1.184E-6 ; 3.79002E-7 ; 2.42561E-7 ; 0.00349992 ; 0.00223995 ; 0.0028936 ; 0.0018519
Sr100 ; 1.6E-7 ; 1.024E-7 ; 9.45005E-9 ; 6.04803E-9 ; 2.21695E-5 ; 1.41885E-5 ; 8.5612E-4 ; 5.47917E-4
Sr101 ; 1.15E-8 ; 7.36001E-9 ; 2.48001E-10 ; 1.58721E-10 ; 1.22997E-6 ; 7.87182E-7 ; 3.0363E-4 ; 1.94323E-4
Sr102 ; 8.61001E-10 ; 5.5104E-10 ; 9.02005E-12 ; 5.77283E-12 ; 6.05986E-8 ; 3.87831E-8 ; 4.92495E-5 ; 3.15197E-5
Sr103 ; 1.59638E-9 ; 1.02168E-9 ; 4.54066E-15 ; 2.90602E-15 ; 5.33844E-9 ; 3.4166E-9 ; 1.99026E-5 ; 1.27377E-5
Sr104 ; 7.23998E-9 ; 4.63359E-9 ; 2.09999E-9 ; 1.34399E-9 ; 4.07991E-11 ; 2.61114E-11 ; 5.49921E-7 ; 3.51949E-7
Sr105 ; 4.27838E-10 ; 2.73816E-10 ; 1.03802E-10 ; 6.64336E-11 ; 1.40765E-15 ; 9.00897E-16 ; 1.01297E-7 ; 6.48298E-8
Sr106 ; 1.57443E-14 ; 1.00764E-14 ; 2.90583E-14 ; 1.85973E-14 ; 5.33594E-10 ; 3.415E-10 ; 1.91946E-10 ; 1.22846E-10
Sr107 ; 7.37175E-16 ; 4.71792E-16 ; 1.57498E-15 ; 1.00798E-15 ; 1.93752E-14 ; 1.24001E-14 ; 4.15538E-11 ; 2.65944E-11
Sr108 ;  ;  ;  ;  ; 9.42068E-15 ; 6.02924E-15 ; 6.30236E-12 ; 4.03351E-12
Sr109 ;  ;  ;  ;  ; 1.79562E-15 ; 1.1492E-15 ;  ; 
Y85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Y87 ; 4.11E-12 ; 2.6304E-12 ; 1.87001E-12 ; 1.19681E-12 ; 0.0 ; 0.0 ; 5.72E-13 ; 3.6608E-13
Y88 ; 2.69E-10 ; 1.7216E-10 ; 1.52001E-10 ; 9.72805E-11 ; 8.06982E-14 ; 5.16468E-14 ; 3.52E-11 ; 2.2528E-11
Y89 ; 5.0E-9 ; 3.2E-9 ; 2.59001E-9 ; 1.65761E-9 ; 2.83994E-12 ; 1.81756E-12 ; 2.56E-10 ; 1.6384E-10
Y89m ; 2.13E-8 ; 1.3632E-8 ; 1.11001E-8 ; 7.10404E-9 ; 1.38997E-11 ; 8.8958E-12 ; 2.07E-9 ; 1.3248E-9
Y90 ; 3.35E-7 ; 2.144E-7 ; 1.65501E-7 ; 1.05921E-7 ; 7.14984E-10 ; 4.5759E-10 ; 3.965E-8 ; 2.5376E-8
Y90m ; 3.35E-7 ; 2.144E-7 ; 1.65501E-7 ; 1.05921E-7 ; 7.14984E-10 ; 4.5759E-10 ; 3.965E-8 ; 2.5376E-8
Y91 ; 1.039E-5 ; 6.64961E-6 ; 5.11503E-6 ; 3.27362E-6 ; 4.2249E-8 ; 2.70394E-8 ; 8.0E-7 ; 5.12E-7
Y91m ; 1.039E-5 ; 6.64961E-6 ; 5.11503E-6 ; 3.27362E-6 ; 4.2249E-8 ; 2.70394E-8 ; 8.0E-7 ; 5.12E-7
Y92 ; 1.4354E-4 ; 9.18657E-5 ; 8.84505E-5 ; 5.66083E-5 ; 2.34995E-6 ; 1.50397E-6 ; 1.982E-5 ; 1.26848E-5
Y93 ; 5.52195E-4 ; 3.53405E-4 ; 3.56672E-4 ; 2.2827E-4 ; 2.23845E-5 ; 1.43261E-5 ; 8.383E-5 ; 5.36512E-5
Y93m ; 5.52195E-4 ; 3.53405E-4 ; 3.56672E-4 ; 2.2827E-4 ; 2.23845E-5 ; 1.43261E-5 ; 8.383E-5 ; 5.36512E-5
Y94 ; 0.00227562 ; 0.0014564 ; 0.00157089 ; 0.00100537 ; 3.78571E-4 ; 2.42286E-4 ; 0.00102545 ; 6.56288E-4
Y95 ; 0.00887951 ; 0.00568288 ; 0.00969285 ; 0.00106621 ; 0.00243444 ; 0.00155804 ; 0.00326675 ; 0.00209072
Y96 ; 8.93501E-4 ; 5.7184E-4 ; 5.50023E-4 ; 3.52015E-4 ; 5.74087E-4 ; 3.67416E-4 ; 4.4337E-4 ; 2.83757E-4
Y96m ; 0.0080414 ; 0.00514649 ; 0.00495021 ; 0.00316813 ; 0.00580395 ; 0.00371453 ; 0.00694563 ; 0.0044452
Y97 ; 0.00569697 ; 0.00364606 ; 0.00169588 ; 0.00108537 ; 0.00781331 ; 0.00500052 ; 0.00659903 ; 0.00422338
Y97m ; 0.00569697 ; 0.00364606 ; 0.00169588 ; 0.00108537 ; 0.00781331 ; 0.00500052 ; 0.00659903 ; 0.00422338
Y98 ; 0.00120838 ; 7.73364E-4 ; 2.37351E-4 ; 1.51905E-4 ; 0.00966979 ; 0.00618867 ; 0.00748754 ; 0.00479203
Y98m ; 0.00120838 ; 7.73364E-4 ; 2.37351E-4 ; 1.51905E-4 ; 0.00966754 ; 0.00618723 ; 0.00748565 ; 0.00479082
Y99 ; 0.00166713 ; 0.00106696 ; 1.58011E-4 ; 1.01127E-4 ; 0.0176994 ; 0.00566379 ; 0.0121519 ; 0.00388862
Y100 ; 2.903E-4 ; 1.85792E-4 ; 9.80005E-6 ; 6.27203E-6 ; 0.00494263 ; 0.00316328 ; 0.00766691 ; 0.00490682
Y101 ; 1.4109E-4 ; 9.02977E-5 ; 1.87001E-6 ; 1.19681E-6 ; 0.00141849 ; 9.07832E-4 ; 0.00469201 ; 0.00300289
Y102 ; 2.235E-5 ; 1.4304E-5 ; 1.81001E-7 ; 1.15841E-7 ; 2.58034E-4 ; 1.65142E-4 ; 0.00177946 ; 0.00113885
Y103 ; 8.90841E-6 ; 5.70138E-6 ; 6.19003E-8 ; 3.96162E-8 ; 3.67138E-5 ; 2.34969E-5 ; 5.15577E-4 ; 3.29969E-4
Y104 ; 5.29E-6 ; 3.3856E-6 ; 3.49002E-7 ; 2.23361E-7 ; 4.2699E-6 ; 2.73274E-6 ; 1.3566E-4 ; 8.68224E-5
Y105 ; 1.07258E-6 ; 6.86449E-7 ; 1.11069E-7 ; 7.10843E-8 ; 2.30665E-8 ; 1.47625E-8 ; 3.32245E-5 ; 2.12637E-5
Y106 ; 1.23941E-9 ; 7.93225E-10 ; 6.37516E-10 ; 4.0801E-10 ; 8.49552E-7 ; 5.43714E-7 ; 8.93285E-7 ; 5.71702E-7
Y107 ; 7.89328E-11 ; 5.0517E-11 ; 4.66884E-11 ; 2.98806E-11 ; 1.21146E-9 ; 7.75334E-10 ; 1.93384E-7 ; 1.23766E-7
Y108 ; 9.44213E-15 ; 6.04296E-15 ; 8.13165E-14 ; 5.20426E-14 ; 5.00296E-10 ; 3.20189E-10 ; 2.93301E-8 ; 1.87713E-8
Y109 ; 1.05207E-16 ; 6.73326E-17 ; 1.57607E-15 ; 1.00868E-15 ; 1.12274E-10 ; 7.18552E-11 ; 1.32662E-10 ; 8.4904E-11
Y110 ;  ;  ;  ;  ; 1.61855E-14 ; 1.03587E-14 ; 1.66834E-11 ; 1.06774E-11
Y111 ;  ;  ;  ;  ; 2.17309E-15 ; 1.39078E-15 ; 8.01554E-12 ; 5.12994E-12
Zr87 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr88 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr89 ; 3.72E-13 ; 2.3808E-13 ; 5.05003E-13 ; 3.23202E-13 ; 0.0 ; 0.0 ; 5.85E-14 ; 3.744E-14
Zr90 ; 3.585E-11 ; 2.2944E-11 ; 3.91502E-11 ; 2.50561E-11 ; 0.0 ; 0.0 ; 2.87E-12 ; 1.8368E-12
Zr90m ; 3.585E-11 ; 2.2944E-11 ; 3.91502E-11 ; 2.50561E-11 ; 0.0 ; 0.0 ; 2.87E-12 ; 1.8368E-12
Zr91 ; 5.53E-9 ; 3.5392E-9 ; 5.58003E-9 ; 3.57122E-9 ; 1.50997E-12 ; 9.66378E-13 ; 3.3E-10 ; 2.112E-10
Zr92 ; 2.91E-7 ; 1.8624E-7 ; 3.04002E-7 ; 1.94561E-7 ; 2.01995E-10 ; 1.29277E-10 ; 1.14E-8 ; 7.296E-9
Zr93 ; 5.31E-6 ; 3.3984E-6 ; 5.40003E-6 ; 3.45602E-6 ; 1.31997E-8 ; 8.44781E-9 ; 2.76E-7 ; 1.7664E-7
Zr94 ; 7.74301E-5 ; 4.95552E-5 ; 5.58103E-5 ; 3.57186E-5 ; 5.23988E-7 ; 3.35352E-7 ; 4.66E-6 ; 2.9824E-6
Zr95 ; 6.45421E-4 ; 4.13069E-4 ; 4.23462E-4 ; 2.71016E-4 ; 1.08898E-5 ; 6.96944E-6 ; 3.996E-5 ; 2.55744E-5
Zr96 ; 0.00398521 ; 0.00255054 ; 0.00199003 ; 3.18405E-4 ; 1.16677E-4 ; 7.46735E-5 ; 2.2854E-4 ; 1.46266E-4
Zr97 ; 0.00929596 ; 0.00594941 ; 0.00263701 ; 2.10961E-4 ; 8.63551E-4 ; 5.52672E-4 ; 0.00101953 ; 6.52499E-4
Zr98 ; 0.0106919 ; 0.00342141 ; 0.0020443 ; 9.19935E-4 ; 0.00371189 ; 0.00237561 ; 0.00280009 ; 0.00179206
Zr99 ; 0.0125203 ; 0.00287967 ; 0.00135635 ; 8.68062E-4 ; 0.008454 ; 0.00541056 ; 0.00536644 ; 0.00343452
Zr100 ; 0.00889268 ; 0.0040017 ; 3.46132E-4 ; 2.21524E-4 ; 0.00874783 ; 0.00559861 ; 0.00720972 ; 0.00461422
Zr101 ; 0.0067262 ; 0.00302679 ; 1.21731E-4 ; 7.79076E-5 ; 0.00561358 ; 0.00359269 ; 0.00733584 ; 0.00469494
Zr102 ; 0.00516504 ; 0.00232427 ; 5.98203E-5 ; 3.8285E-5 ; 0.003259 ; 0.00208576 ; 0.00607813 ; 0.00389
Zr103 ; 0.00384075 ; 0.00245808 ; 4.41002E-5 ; 2.82241E-5 ; 0.00129743 ; 5.83844E-4 ; 0.00436845 ; 0.00279581
Zr104 ; 0.00129572 ; 8.29262E-4 ; 5.66803E-5 ; 3.62754E-5 ; 6.34206E-4 ; 4.05892E-4 ; 0.00272451 ; 0.00174369
Zr105 ; 1.67817E-4 ; 1.07403E-4 ; 1.06989E-5 ; 6.84729E-6 ; 2.36972E-4 ; 1.51662E-4 ; 0.0012857 ; 8.22851E-4
Zr106 ; 9.58877E-6 ; 6.13681E-6 ; 1.98937E-6 ; 1.2732E-6 ; 9.77377E-5 ; 6.25521E-5 ; 4.37677E-4 ; 2.80113E-4
Zr107 ; 4.48963E-7 ; 2.87336E-7 ; 1.07825E-7 ; 6.90079E-8 ; 3.39239E-6 ; 2.17113E-6 ; 9.47512E-5 ; 6.06408E-5
Zr108 ; 3.11999E-9 ; 1.9968E-9 ; 7.02996E-9 ; 4.49917E-9 ; 1.64946E-6 ; 1.05566E-6 ; 1.43707E-5 ; 9.19722E-6
Zr109 ; 2.55585E-11 ; 1.63575E-11 ; 1.0084E-10 ; 6.45378E-11 ; 3.14395E-7 ; 2.01213E-7 ; 9.22272E-7 ; 5.90254E-7
Zr110 ; 4.57E-14 ; 2.9248E-14 ; 1.61001E-12 ; 1.03041E-12 ; 1.77994E-9 ; 1.13916E-9 ; 1.15983E-7 ; 7.42293E-8
Zr111 ; 3.51316E-16 ; 2.24842E-16 ; 9.34435E-15 ; 5.98038E-15 ; 2.02974E-10 ; 1.29903E-10 ; 5.57242E-8 ; 3.56635E-8
Zr112 ;  ;  ; 5.91388E-16 ; 3.78489E-16 ; 2.69489E-14 ; 1.72473E-14 ; 9.14498E-11 ; 5.85279E-11
Zr113 ;  ;  ;  ;  ; 4.07885E-15 ; 2.61047E-15 ; 2.75321E-11 ; 1.76205E-11
Nb89 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb91 ; 0.0 ; 0.0 ; 1.32001E-14 ; 8.44804E-15 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb92 ; 1.19E-12 ; 7.61601E-13 ; 1.71001E-12 ; 1.09441E-12 ; 0.0 ; 0.0 ; 4.54E-13 ; 2.9056E-13
Nb93 ; 1.32E-10 ; 8.44801E-11 ; 1.64001E-10 ; 1.04961E-10 ; 6.25986E-14 ; 4.00631E-14 ; 2.81E-11 ; 1.7984E-11
Nb93m ; 3.1E-11 ; 1.984E-11 ; 3.84002E-11 ; 2.45761E-11 ; 1.27997E-14 ; 8.19182E-15 ; 3.47E-12 ; 2.2208E-12
Nb94 ; 3.6E-9 ; 2.304E-9 ; 2.75001E-9 ; 1.76001E-9 ; 6.62985E-12 ; 4.2431E-12 ; 1.12E-9 ; 7.168E-10
Nb94m ; 2.5E-9 ; 1.6E-9 ; 1.91001E-9 ; 1.22241E-9 ; 3.88991E-12 ; 2.48954E-12 ; 3.95E-10 ; 2.528E-10
Nb95 ; 2.98E-7 ; 1.9072E-7 ; 1.75001E-7 ; 1.12001E-7 ; 8.7898E-10 ; 5.62547E-10 ; 0.00171566 ; 0.00109802
Nb95m ; 7.00001E-8 ; 4.48E-8 ; 4.11002E-8 ; 2.63041E-8 ; 1.79996E-10 ; 1.15197E-10 ; 1.6968E-4 ; 1.08595E-4
Nb96 ; 5.5E-6 ; 3.52E-6 ; 1.70001E-6 ; 1.08801E-6 ; 1.77996E-6 ; 1.13917E-6 ; 5.67E-7 ; 3.6288E-7
Nb97 ; 6.83501E-5 ; 4.3744E-5 ; 1.38701E-5 ; 8.87685E-6 ; 9.52978E-7 ; 6.09906E-7 ; 6.08E-6 ; 3.8912E-6
Nb97m ; 1.603E-5 ; 1.02592E-5 ; 3.25002E-6 ; 2.08001E-6 ; 1.94996E-7 ; 1.24797E-7 ; 7.52E-7 ; 4.8128E-7
Nb98 ; 1.5706E-4 ; 1.00518E-4 ; 1.97401E-5 ; 1.26337E-5 ; 1.21697E-5 ; 7.78862E-6 ; 4.076E-5 ; 2.60864E-5
Nb98m ; 5.235E-5 ; 3.3504E-5 ; 6.58003E-6 ; 4.21122E-6 ; 3.42992E-6 ; 2.19515E-6 ; 7.19E-6 ; 4.6016E-6
Nb99 ; 1.364E-5 ; 8.72961E-6 ; 7.28004E-7 ; 4.65922E-7 ; 1.13897E-5 ; 7.28944E-6 ; 1.873E-5 ; 1.19872E-5
Nb99m ; 1.5688E-4 ; 1.00403E-4 ; 8.37004E-6 ; 5.35683E-6 ; 1.30937E-4 ; 8.37997E-5 ; 2.1535E-4 ; 1.37824E-4
Nb100 ; 9.28301E-5 ; 5.94113E-5 ; 2.20001E-6 ; 1.40801E-6 ; 1.76196E-5 ; 1.12765E-5 ; 3.5328E-4 ; 2.26099E-4
Nb100m ; 9.28301E-5 ; 5.94113E-5 ; 2.20001E-6 ; 1.40801E-6 ; 1.76196E-5 ; 1.12765E-5 ; 3.5328E-4 ; 2.26099E-4
Nb101 ; 6.25431E-4 ; 4.00276E-4 ; 7.21004E-6 ; 4.61442E-6 ; 1.01968E-4 ; 6.52593E-5 ; 0.00122728 ; 7.85459E-4
Nb102 ; 3.1332E-4 ; 2.00525E-4 ; 2.74001E-6 ; 1.75361E-6 ; 8.03182E-5 ; 5.14036E-5 ; 0.00112482 ; 7.19882E-4
Nb102m ; 3.1332E-4 ; 2.00525E-4 ; 2.74001E-6 ; 1.75361E-6 ; 8.03182E-5 ; 5.14036E-5 ; 0.00112482 ; 7.19882E-4
Nb103 ; 0.00183528 ; 0.00117458 ; 1.54801E-5 ; 9.90725E-6 ; 2.19005E-4 ; 1.40163E-4 ; 0.00361714 ; 0.00231497
Nb104 ; 5.7156E-4 ; 3.65799E-4 ; 1.26801E-5 ; 8.11524E-6 ; 1.25657E-4 ; 8.04206E-5 ; 0.00270275 ; 0.00172976
Nb104m ; 5.7156E-4 ; 3.65799E-4 ; 1.26801E-5 ; 8.11524E-6 ; 1.25657E-4 ; 8.04206E-5 ; 0.00270275 ; 0.00172976
Nb105 ; 0.00110132 ; 7.04845E-4 ; 2.77001E-5 ; 1.77281E-5 ; 2.85784E-4 ; 1.82901E-4 ; 0.00618909 ; 0.00396102
Nb106 ; 1.6712E-4 ; 1.06957E-4 ; 1.21501E-5 ; 7.77604E-6 ; 2.81834E-4 ; 1.80374E-4 ; 0.00496747 ; 0.00317918
Nb107 ; 3.0961E-5 ; 1.9815E-5 ; 4.81215E-6 ; 3.07978E-6 ; 2.21901E-4 ; 1.42017E-4 ; 0.00245453 ; 0.0015709
Nb108 ; 1.58E-6 ; 1.0112E-6 ; 7.45004E-7 ; 4.76802E-7 ; 8.50481E-5 ; 5.44308E-5 ; 0.00104249 ; 6.67194E-4
Nb109 ; 6.40745E-8 ; 4.10077E-8 ; 1.079E-7 ; 6.90558E-8 ; 2.0565E-5 ; 1.31616E-5 ; 3.02498E-4 ; 1.93598E-4
Nb110 ; 7.72001E-10 ; 4.9408E-10 ; 3.49002E-9 ; 2.23361E-9 ; 2.12995E-6 ; 1.36317E-6 ; 5.784E-5 ; 3.70176E-5
Nb111 ; 3.76171E-11 ; 2.40749E-11 ; 2.77003E-10 ; 1.77282E-10 ; 3.80485E-7 ; 2.4351E-7 ; 1.82771E-5 ; 1.16973E-5
Nb112 ; 1.52829E-14 ; 9.78107E-15 ; 1.29746E-11 ; 8.30373E-12 ; 1.43115E-9 ; 9.15935E-10 ; 4.25592E-7 ; 2.72379E-7
Nb113 ; 3.4139E-16 ; 2.1849E-16 ; 5.93944E-15 ; 3.80124E-15 ; 2.55035E-10 ; 1.63223E-10 ; 1.2813E-7 ; 8.2003E-8
Nb114 ;  ;  ; 1.78133E-16 ; 1.14005E-16 ; 9.54761E-14 ; 6.11047E-14 ; 5.27828E-10 ; 3.3781E-10
Nb115 ;  ;  ;  ;  ; 5.82267E-15 ; 3.72651E-15 ; 3.25917E-11 ; 2.08587E-11
Nb116 ;  ;  ;  ;  ;  ;  ; 2.73263E-12 ; 1.74888E-12
Mo90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo92 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo93 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo93m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo94 ; 1.33E-13 ; 8.51201E-14 ; 3.08002E-13 ; 1.97121E-13 ; 0.0 ; 0.0 ; 3.33E-14 ; 2.1312E-14
Mo95 ; 2.03E-11 ; 1.2992E-11 ; 3.51002E-11 ; 2.24641E-11 ; 0.0 ; 0.0 ; 2.26E-12 ; 1.4464E-12
Mo96 ; 2.36E-9 ; 1.5104E-9 ; 1.69001E-9 ; 1.08161E-9 ; 6.84985E-13 ; 4.3839E-13 ; 9.54E-11 ; 6.1056E-11
Mo97 ; 8.83001E-8 ; 5.6512E-8 ; 4.27002E-8 ; 2.73281E-8 ; 7.53983E-11 ; 4.82549E-11 ; 3.17E-9 ; 2.0288E-9
Mo98 ; 1.63E-6 ; 1.0432E-6 ; 3.55002E-7 ; 2.27201E-7 ; 4.4799E-9 ; 2.86714E-9 ; 6.22E-8 ; 3.9808E-8
Mo99 ; 7.97001E-9 ; 5.1008E-9 ; 4.17002E-10 ; 2.66881E-10 ; 1.28997E-7 ; 8.25581E-8 ; 8.21E-7 ; 5.2544E-7
Mo100 ; 5.49E-8 ; 3.5136E-8 ; 1.39001E-9 ; 8.89605E-10 ; 1.82996E-10 ; 1.17117E-10 ; 5.94E-6 ; 3.8016E-6
Mo101 ; 4.07E-7 ; 2.6048E-7 ; 6.29003E-9 ; 4.02562E-9 ; 2.28995E-9 ; 1.46557E-9 ; 1.848E-5 ; 1.18272E-5
Mo102 ; 2.43E-6 ; 1.5552E-6 ; 3.06002E-8 ; 1.95841E-8 ; 1.94996E-8 ; 1.24797E-8 ; 8.059E-5 ; 5.15776E-5
Mo103 ; 1.436E-5 ; 9.19041E-6 ; 2.00001E-7 ; 1.28001E-7 ; 1.06998E-7 ; 6.84785E-8 ; 3.3542E-4 ; 2.14669E-4
Mo104 ; 6.69791E-4 ; 4.28666E-4 ; 1.78801E-5 ; 1.14433E-5 ; 6.54985E-7 ; 4.19191E-7 ; 0.00116189 ; 7.4361E-4
Mo105 ; 0.00150078 ; 9.605E-4 ; 4.27502E-5 ; 2.73601E-5 ; 2.63994E-6 ; 1.68956E-6 ; 0.00327983 ; 0.00209909
Mo106 ; 0.00149077 ; 9.54094E-4 ; 1.03181E-4 ; 6.60355E-5 ; 1.07778E-4 ; 6.89776E-5 ; 0.0058604 ; 0.00375066
Mo107 ; 6.90351E-4 ; 4.41824E-4 ; 8.88105E-5 ; 5.68387E-5 ; 2.72324E-4 ; 1.74287E-4 ; 0.00695487 ; 0.00445112
Mo108 ; 2.7599E-4 ; 1.76634E-4 ; 7.99404E-5 ; 5.11619E-5 ; 4.5012E-4 ; 2.88077E-4 ; 0.00674411 ; 0.00431623
Mo109 ; 3.274E-5 ; 2.09536E-5 ; 2.87902E-5 ; 1.84257E-5 ; 3.64862E-4 ; 2.33512E-4 ; 0.00479247 ; 0.00306718
Mo110 ; 3.72E-6 ; 2.3808E-6 ; 6.36003E-6 ; 4.07042E-6 ; 1.87706E-4 ; 1.20132E-4 ; 0.00224566 ; 0.00143722
Mo111 ; 2.13963E-7 ; 1.36936E-7 ; 6.39726E-7 ; 4.09425E-7 ; 3.71785E-5 ; 2.37942E-5 ; 7.07277E-4 ; 4.52657E-4
Mo112 ; 5.04999E-9 ; 3.23199E-9 ; 4.04872E-8 ; 2.59118E-8 ; 4.71846E-6 ; 3.01982E-6 ; 2.08524E-4 ; 1.33456E-4
Mo113 ; 8.29356E-11 ; 5.30788E-11 ; 3.80018E-10 ; 2.43212E-10 ; 7.14164E-7 ; 4.57065E-7 ; 6.27788E-5 ; 4.01785E-5
Mo114 ; 3.61E-13 ; 2.3104E-13 ; 1.53999E-11 ; 9.85594E-12 ; 1.04997E-8 ; 6.71979E-9 ; 3.66947E-6 ; 2.34846E-6
Mo115 ; 9.17691E-16 ; 5.87322E-16 ; 2.6135E-14 ; 1.67264E-14 ; 5.43858E-10 ; 3.48069E-10 ; 2.26578E-7 ; 1.4501E-7
Mo116 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.14991E-12 ; 2.65594E-12 ; 1.89973E-8 ; 1.21583E-8
Mo117 ;  ;  ;  ;  ; 1.93542E-14 ; 1.23867E-14 ; 1.60303E-10 ; 1.02594E-10
Mo118 ;  ;  ;  ;  ; 1.53586E-15 ; 9.82948E-16 ; 2.71264E-11 ; 1.73609E-11
Mo119 ;  ;  ;  ;  ;  ;  ; 4.17531E-12 ; 2.6722E-12
Tc93 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc97 ; 2.795E-13 ; 1.7888E-13 ; 2.07501E-13 ; 1.32801E-13 ; 0.0 ; 0.0 ; 5.1E-14 ; 3.264E-14
Tc97m ; 2.795E-13 ; 1.7888E-13 ; 2.07501E-13 ; 1.32801E-13 ; 0.0 ; 0.0 ; 5.1E-14 ; 3.264E-14
Tc98 ; 2.68E-11 ; 1.7152E-11 ; 8.14004E-12 ; 5.20963E-12 ; 1.81996E-14 ; 1.16477E-14 ; 5.58E-12 ; 3.5712E-12
Tc99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.94996E-12 ; 1.24797E-12 ; 1.82E-10 ; 1.1648E-10
Tc99m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.99991E-13 ; 2.55994E-13 ; 2.25E-11 ; 1.44E-11
Tc100 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.68E-9 ; 2.3552E-9
