Product ; Th227  Thermal (0.0253 eV) ; Th227  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th232  Fast (500 keV) ; Th232  Fast (500 keV) ; Th232  High (14 MeV) ; Th232  High (14 MeV)
Product ;  ;  ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error ; Yield ; Error
Sb135 ; 1.4799E-4 ; 9.47137E-5 ; 4.71422E-4 ; 3.0171E-4 ; 0.00954165 ; 0.00610666 ; 0.00396224 ; 0.00253583
Sb136 ; 6.83001E-6 ; 4.3712E-6 ; 3.56502E-5 ; 2.28161E-5 ; 0.00193875 ; 0.0012408 ; 0.00122191 ; 7.82022E-4
Sb137 ; 2.9E-7 ; 1.856E-7 ; 3.58002E-6 ; 2.29121E-6 ; 1.47097E-4 ; 9.41419E-5 ; 1.3812E-4 ; 8.83968E-5
Sb138 ; 3.65E-9 ; 2.336E-9 ; 8.59004E-8 ; 5.49763E-8 ; 3.45592E-5 ; 2.21179E-5 ; 2.042E-5 ; 1.30688E-5
Sb139 ; 7.41001E-11 ; 4.7424E-11 ; 3.96989E-9 ; 2.54073E-9 ; 1.85993E-6 ; 1.19035E-6 ; 1.60965E-6 ; 1.03018E-6
Sb140 ; 4.50922E-13 ; 2.8859E-13 ; 3.21565E-11 ; 2.05801E-11 ; 5.90713E-8 ; 3.78056E-8 ; 1.55979E-7 ; 9.98266E-8
Sb141 ; 1.49522E-14 ; 9.56943E-15 ; 1.09566E-12 ; 7.01222E-13 ; 1.56438E-8 ; 1.00121E-8 ; 5.22994E-10 ; 3.34716E-10
Sb142 ;  ;  ; 2.49849E-14 ; 1.59903E-14 ; 5.56489E-12 ; 3.56153E-12 ; 9.29093E-11 ; 5.94619E-11
Sb143 ;  ;  ;  ;  ; 4.06715E-13 ; 2.60298E-13 ; 3.05748E-11 ; 1.95679E-11
Te115 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te117 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te118 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te119 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te120 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te121 ; 9.35001E-13 ; 5.98401E-13 ; 6.35003E-13 ; 4.06402E-13 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te121m ; 9.35001E-13 ; 5.98401E-13 ; 6.35003E-13 ; 4.06402E-13 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te122 ; 3.3E-10 ; 2.112E-10 ; 1.33001E-10 ; 8.51204E-11 ; 0.0 ; 0.0 ; 1.57E-14 ; 1.0048E-14
Te123 ; 7.80001E-9 ; 4.992E-9 ; 9.33005E-10 ; 5.97123E-10 ; 1.34997E-14 ; 8.63981E-15 ; 7.14E-14 ; 4.5696E-14
Te123m ; 2.61E-8 ; 1.6704E-8 ; 3.12002E-9 ; 1.99681E-9 ; 5.08989E-14 ; 3.25753E-14 ; 4.39E-13 ; 2.8096E-13
Te124 ; 1.01E-10 ; 6.46401E-11 ; 6.72004E-13 ; 4.30082E-13 ; 7.28984E-12 ; 4.66549E-12 ; 1.23E-11 ; 7.872E-12
Te125 ; 2.81E-10 ; 1.7984E-10 ; 8.25004E-13 ; 5.28003E-13 ; 1.20997E-10 ; 7.74383E-11 ; 3.65E-11 ; 2.336E-11
Te125m ; 9.42001E-10 ; 6.02881E-10 ; 2.76001E-12 ; 1.76641E-12 ; 4.5399E-10 ; 2.90553E-10 ; 2.24E-10 ; 1.4336E-10
Te126 ; 1.97E-8 ; 1.2608E-8 ; 1.34001E-10 ; 8.57604E-11 ; 1.53997E-13 ; 9.85578E-14 ; 5.47E-9 ; 3.5008E-9
Te127 ; 5.17E-8 ; 3.3088E-8 ; 6.09003E-10 ; 3.89762E-10 ; 1.64996E-12 ; 1.05598E-12 ; 2.01E-8 ; 1.2864E-8
Te127m ; 1.26E-7 ; 8.06401E-8 ; 1.49001E-9 ; 9.53605E-10 ; 4.68989E-12 ; 3.00153E-12 ; 9.14E-8 ; 5.8496E-8
Te128 ; 2.18E-6 ; 1.3952E-6 ; 2.27001E-8 ; 1.45281E-8 ; 2.47994E-10 ; 1.58716E-10 ; 1.87E-6 ; 1.1968E-6
Te129 ; 1.3859E-4 ; 8.86977E-5 ; 1.22001E-7 ; 7.80804E-8 ; 1.67996E-9 ; 1.07518E-9 ; 4.53E-6 ; 2.8992E-6
Te129m ; 3.393E-4 ; 2.17152E-4 ; 2.98002E-7 ; 1.90721E-7 ; 4.78989E-9 ; 3.06553E-9 ; 2.063E-5 ; 1.32032E-5
Te130 ; 0.00415256 ; 0.00265764 ; 2.67171E-4 ; 1.7099E-4 ; 2.54994E-7 ; 1.63196E-7 ; 1.9037E-4 ; 1.21837E-4
Te131 ; 0.00360319 ; 0.00230604 ; 4.35282E-4 ; 2.78581E-4 ; 3.83091E-5 ; 2.45178E-5 ; 2.2538E-4 ; 1.44243E-4
Te131m ; 0.00882162 ; 0.00564584 ; 0.0010413 ; 6.66429E-4 ; 1.09038E-4 ; 6.9784E-5 ; 0.00102645 ; 6.56928E-4
Te132 ; 0.027907 ; 0.00306977 ; 0.00399139 ; 0.00179613 ; 0.003466 ; 0.00221824 ; 0.0059898 ; 0.00383347
Te133 ; 0.0111896 ; 0.00358067 ; 0.00872172 ; 9.59389E-4 ; 0.00295736 ; 0.00189271 ; 0.00347768 ; 0.00222572
Te133m ; 0.0273953 ; 0.00876648 ; 0.00815344 ; 0.00187529 ; 0.00845549 ; 0.00541151 ; 0.0158423 ; 0.00506955
Te134 ; 0.0422826 ; 0.0135304 ; 0.0475044 ; 0.00190018 ; 0.0311429 ; 0.00996574 ; 0.0344506 ; 0.0110242
Te135 ; 0.0216131 ; 0.00691621 ; 0.0332395 ; 0.0106366 ; 0.037851 ; 0.00416361 ; 0.0244173 ; 0.00781352
Te136 ; 0.00722062 ; 0.00462119 ; 0.0148116 ; 0.00473973 ; 0.0343629 ; 0.0109961 ; 0.020729 ; 0.00663329
Te137 ; 7.48921E-4 ; 4.79309E-4 ; 0.00333574 ; 0.00213487 ; 0.00752594 ; 0.0024083 ; 0.00622102 ; 0.00398145
Te138 ; 7.13901E-5 ; 4.56896E-5 ; 4.69952E-4 ; 3.0077E-4 ; 0.00754581 ; 0.00482932 ; 0.0024544 ; 0.00157082
Te139 ; 3.73E-6 ; 2.3872E-6 ; 4.84603E-5 ; 3.10146E-5 ; 0.00131162 ; 8.39437E-4 ; 5.283E-4 ; 3.38112E-4
Te140 ; 1.49E-7 ; 9.53598E-8 ; 2.77998E-6 ; 1.77919E-6 ; 1.94757E-4 ; 1.24644E-4 ; 7.6424E-5 ; 4.89114E-5
Te141 ; 3.63242E-9 ; 2.32475E-9 ; 7.01027E-8 ; 4.48657E-8 ; 4.38068E-5 ; 2.80363E-5 ; 3.63586E-6 ; 2.32695E-6
Te142 ; 9.64001E-12 ; 6.16961E-12 ; 2.15999E-9 ; 1.38239E-9 ; 6.11981E-7 ; 3.91668E-7 ; 6.45907E-7 ; 4.13381E-7
Te143 ; 8.44965E-14 ; 5.40777E-14 ; 9.53547E-12 ; 6.1027E-12 ; 3.79886E-8 ; 2.43127E-8 ; 2.12557E-7 ; 1.36036E-7
Te144 ;  ;  ; 1.15401E-12 ; 7.38567E-13 ; 1.33804E-11 ; 8.56349E-12 ; 2.13926E-10 ; 1.36912E-10
Te145 ;  ;  ;  ;  ; 1.12871E-12 ; 7.22373E-13 ; 1.95723E-11 ; 1.25263E-11
Te146 ;  ;  ;  ;  ; 7.63932E-14 ; 4.88916E-14 ;  ; 
I121 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I123 ; 3.93E-13 ; 2.5152E-13 ; 8.24004E-14 ; 5.27363E-14 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I125 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I126 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.19E-13 ; 2.0416E-13
I127 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.76E-11 ; 1.1264E-11
I128 ; 2.4E-13 ; 1.536E-13 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 8.17E-10 ; 5.2288E-10
I129 ; 4.07E-7 ; 2.6048E-7 ; 7.29004E-14 ; 4.66562E-14 ; 0.0 ; 0.0 ; 3.44E-8 ; 2.2016E-8
I130 ; 5.69E-6 ; 3.6416E-6 ; 1.71001E-7 ; 1.09441E-7 ; 1.15997E-14 ; 7.42383E-15 ; 2.448E-4 ; 1.56672E-4
I130m ; 2.44E-6 ; 1.5616E-6 ; 7.34004E-8 ; 4.69762E-8 ; 0.0 ; 0.0 ; 5.374E-5 ; 3.43936E-5
I131 ; 1.5948E-4 ; 1.02067E-4 ; 7.48004E-6 ; 4.78723E-6 ; 1.97996E-7 ; 1.26717E-7 ; 1.081E-5 ; 6.9184E-6
I132 ; 3.8961E-4 ; 2.49351E-4 ; 4.76202E-5 ; 3.0477E-5 ; 4.87254E-4 ; 3.11843E-4 ; 6.2278E-4 ; 3.98579E-4
I132m ; 3.8961E-4 ; 2.49351E-4 ; 4.76202E-5 ; 3.0477E-5 ; 4.87254E-4 ; 3.11843E-4 ; 6.2278E-4 ; 3.98579E-4
I133 ; 0.00307721 ; 0.00196941 ; 0.00263069 ; 0.00168364 ; 8.01082E-5 ; 5.12692E-5 ; 9.886801E-4 ; 6.32755E-4
I133m ; 0.00307721 ; 0.00196941 ; 0.00263069 ; 0.00168364 ; 8.01082E-5 ; 5.12692E-5 ; 9.886801E-4 ; 6.32755E-4
I134 ; 0.00708924 ; 0.00453711 ; 0.00266582 ; 0.00170613 ; 7.04874E-4 ; 2.2556E-4 ; 0.00996421 ; 0.00318855
I134m ; 0.00513365 ; 0.00328554 ; 0.00718939 ; 0.00165356 ; 6.21406E-4 ; 3.977E-4 ; 0.00543228 ; 0.00244453
I135 ; 0.0340547 ; 0.0108975 ; 0.017457 ; 0.00558625 ; 0.0083893 ; 9.22823E-4 ; 0.0227111 ; 0.00363377
I136 ; 0.0112484 ; 0.00359949 ; 0.00719802 ; 0.00460673 ; 0.00900682 ; 0.00576436 ; 0.0177128 ; 0.00566811
I136m ; 0.0112385 ; 0.00359631 ; 0.0101506 ; 0.00111657 ; 0.00900682 ; 0.00207157 ; 0.0176301 ; 0.00564163
I137 ; 0.0146498 ; 0.00468795 ; 0.0173089 ; 0.00553885 ; 0.0136318 ; 0.00313531 ; 0.0259581 ; 0.00415329
I138 ; 0.00314609 ; 0.0020135 ; 0.00491747 ; 0.00314718 ; 0.035962 ; 0.0115079 ; 0.0252875 ; 0.00809199
I139 ; 0.00118226 ; 7.56647E-4 ; 0.00272398 ; 0.00174335 ; 0.0241538 ; 0.00772922 ; 0.0138528 ; 0.0044329
I140 ; 1.1716E-4 ; 7.49825E-5 ; 3.35822E-4 ; 2.14926E-4 ; 0.0103731 ; 0.00331938 ; 0.00527333 ; 0.00337493
I141 ; 9.10638E-6 ; 5.82808E-6 ; 7.50103E-5 ; 4.80066E-5 ; 0.00286546 ; 0.0018339 ; 0.00119253 ; 7.63222E-4
I142 ; 1.63E-7 ; 1.0432E-7 ; 3.36002E-6 ; 2.15041E-6 ; 4.2332E-4 ; 2.70925E-4 ; 3.2219E-4 ; 2.06202E-4
I143 ; 9.04744E-9 ; 5.79036E-9 ; 2.82668E-7 ; 1.80908E-7 ; 7.12116E-5 ; 4.55754E-5 ; 6.97169E-5 ; 4.46188E-5
I144 ; 7.6566E-12 ; 4.90022E-12 ; 2.5318E-8 ; 1.62035E-8 ; 7.10584E-7 ; 4.54774E-7 ; 9.955741E-7 ; 6.37167E-7
I145 ; 1.30487E-13 ; 8.35118E-14 ; 3.84478E-11 ; 2.46066E-11 ; 7.05739E-8 ; 4.51673E-8 ; 9.10863E-8 ; 5.82952E-8
I146 ; 4.50922E-16 ; 2.8859E-16 ; 8.08538E-13 ; 5.17464E-13 ; 4.05694E-9 ; 2.59644E-9 ; 4.8612E-10 ; 3.11117E-10
I147 ;  ;  ; 1.65514E-13 ; 1.05929E-13 ; 6.56648E-13 ; 4.20255E-13 ; 3.11054E-11 ; 1.99075E-11
I148 ;  ;  ;  ;  ; 8.10183E-14 ; 5.18517E-14 ;  ; 
Xe124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe126 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe127 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe127m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe128 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.42E-14 ; 1.5488E-14
Xe129 ; 1.695E-11 ; 1.0848E-11 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.63E-12 ; 1.0432E-12
Xe129m ; 1.695E-11 ; 1.0848E-11 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.63E-12 ; 1.0432E-12
Xe130 ; 5.06E-9 ; 3.2384E-9 ; 1.92001E-10 ; 1.22881E-10 ; 0.0 ; 0.0 ; 1.09E-10 ; 6.976E-11
Xe131 ; 7.01001E-8 ; 4.4864E-8 ; 2.93002E-9 ; 1.87521E-9 ; 2.25995E-12 ; 1.44637E-12 ; 1.24E-9 ; 7.936E-10
Xe131m ; 1.72E-7 ; 1.1008E-7 ; 7.17004E-9 ; 4.58882E-9 ; 6.41986E-12 ; 4.10871E-12 ; 5.67E-9 ; 3.6288E-9
Xe132 ; 8.65001E-6 ; 5.536E-6 ; 1.02001E-6 ; 6.52803E-7 ; 1.56996E-9 ; 1.00478E-9 ; 4.14E-7 ; 2.6496E-7
Xe133 ; 4.785E-5 ; 3.0624E-5 ; 9.83005E-6 ; 6.29123E-6 ; 3.12993E-8 ; 2.00315E-8 ; 1.19E-6 ; 7.616E-7
Xe133m ; 1.1715E-4 ; 7.49761E-5 ; 2.40701E-5 ; 1.54049E-5 ; 8.9098E-8 ; 5.70227E-8 ; 5.41E-6 ; 3.4624E-6
Xe134 ; 6.39121E-4 ; 4.09037E-4 ; 2.44251E-4 ; 1.56321E-4 ; 1.36997E-6 ; 8.7678E-7 ; 3.78E-5 ; 2.4192E-5
Xe134m ; 0.00149127 ; 9.54414E-4 ; 5.69923E-4 ; 3.64751E-4 ; 3.70992E-6 ; 2.37435E-6 ; 1.722E-4 ; 1.10208E-4
Xe135 ; 0.00343753 ; 0.00220002 ; 0.00293682 ; 0.00187956 ; 2.65294E-5 ; 1.69788E-5 ; 2.4328E-4 ; 1.55699E-4
Xe135m ; 0.00841522 ; 0.00538574 ; 0.00385702 ; 0.00246849 ; 7.55083E-5 ; 4.83253E-5 ; 0.00114294 ; 7.31482E-4
Xe136 ; 0.0449445 ; 0.0143823 ; 0.0257965 ; 0.00825489 ; 0.00112264 ; 7.18493E-4 ; 0.0064974 ; 0.00415834
Xe137 ; 0.0525661 ; 0.0168212 ; 0.0511307 ; 0.00562438 ; 0.00238892 ; 0.00152891 ; 0.0236813 ; 0.00260495
Xe138 ; 0.0630704 ; 0.0201825 ; 0.0669982 ; 0.00535986 ; 0.0208291 ; 0.00666532 ; 0.0268952 ; 0.00430323
Xe139 ; 0.0474038 ; 0.0151692 ; 0.0665935 ; 0.00399561 ; 0.0447613 ; 0.00358091 ; 0.0347777 ; 0.00382554
Xe140 ; 0.0307214 ; 0.00983084 ; 0.0411237 ; 0.0131596 ; 0.0572887 ; 0.00229155 ; 0.0321501 ; 0.00353652
Xe141 ; 0.00575436 ; 0.00368279 ; 0.0181782 ; 0.00581703 ; 0.0412373 ; 0.00453611 ; 0.0169956 ; 0.00186951
Xe142 ; 7.83771E-4 ; 5.01613E-4 ; 0.00445158 ; 0.00284901 ; 0.0224944 ; 0.00179955 ; 0.00683598 ; 0.00109376
Xe143 ; 2.57305E-5 ; 1.64675E-5 ; 3.26405E-4 ; 2.08899E-4 ; 0.00347916 ; 0.00222666 ; 0.00134894 ; 8.63319E-4
Xe143m ; 2.57305E-5 ; 1.64675E-5 ; 3.26405E-4 ; 2.08899E-4 ; 0.00347916 ; 0.00222666 ; 0.00134894 ; 8.63319E-4
Xe144 ; 2.52999E-6 ; 1.6192E-6 ; 7.90051E-5 ; 5.05633E-5 ; 0.00234278 ; 0.00149938 ; 4.87794E-4 ; 3.12188E-4
Xe145 ; 3.16999E-8 ; 2.02879E-8 ; 2.45997E-6 ; 1.57438E-6 ; 1.97625E-4 ; 1.2648E-4 ; 4.46289E-5 ; 2.85625E-5
Xe146 ; 1.49E-10 ; 9.53598E-11 ; 6.98996E-8 ; 4.47357E-8 ; 1.33756E-5 ; 8.56041E-6 ; 3.37951E-6 ; 2.16289E-6
Xe147 ; 2.39683E-14 ; 1.53397E-14 ; 1.059E-8 ; 6.77758E-9 ; 6.13332E-8 ; 3.92532E-8 ; 2.16245E-7 ; 1.38397E-7
Xe148 ; 0.0 ; 0.0 ; 2.46001E-12 ; 1.57441E-12 ; 8.90972E-9 ; 5.70222E-9 ; 2.1E-9 ; 1.344E-9
Xe149 ;  ;  ; 5.82562E-14 ; 3.72839E-14 ; 1.98429E-12 ; 1.26994E-12 ; 2.68813E-11 ; 1.7204E-11
Xe150 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.81994E-13 ; 1.80476E-13 ; 2.22E-13 ; 1.4208E-13
Xe151 ;  ;  ;  ;  ; 1.83811E-14 ; 1.17639E-14 ;  ; 
Cs127 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs129 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs131 ; 2.23E-12 ; 1.4272E-12 ; 7.51004E-14 ; 4.80643E-14 ; 0.0 ; 0.0 ; 2.99E-13 ; 1.9136E-13
Cs132 ; 2.07E-10 ; 1.3248E-10 ; 1.85001E-11 ; 1.18401E-11 ; 0.0 ; 0.0 ; 6.55E-11 ; 4.192E-11
Cs133 ; 3.15E-8 ; 2.016E-8 ; 3.99002E-9 ; 2.55361E-9 ; 1.82996E-12 ; 1.17117E-12 ; 3.66E-9 ; 2.3424E-9
Cs134 ; 5.05E-7 ; 3.232E-7 ; 1.21501E-7 ; 7.77604E-8 ; 1.51997E-10 ; 9.72778E-11 ; 2.13E-6 ; 1.3632E-6
Cs134m ; 5.05E-7 ; 3.232E-7 ; 1.21501E-7 ; 7.77604E-8 ; 1.51997E-10 ; 9.72778E-11 ; 2.13E-6 ; 1.3632E-6
Cs135 ; 2.0145E-5 ; 1.28928E-5 ; 5.22003E-6 ; 3.34082E-6 ; 1.57996E-8 ; 1.01118E-8 ; 2.614E-5 ; 1.67296E-5
Cs135m ; 2.0145E-5 ; 1.28928E-5 ; 5.22003E-6 ; 3.34082E-6 ; 1.57996E-8 ; 1.01118E-8 ; 2.614E-5 ; 1.67296E-5
Cs136 ; 4.969E-4 ; 3.18016E-4 ; 2.03346E-4 ; 1.30141E-4 ; 8.14982E-7 ; 5.21588E-7 ; 7.833E-5 ; 5.01312E-5
Cs136m ; 4.969E-4 ; 3.18016E-4 ; 2.03346E-4 ; 1.30141E-4 ; 8.14982E-7 ; 5.21588E-7 ; 7.833E-5 ; 5.01312E-5
Cs137 ; 0.00260087 ; 0.00166456 ; 0.0011089 ; 7.09693E-4 ; 0.0336017 ; 0.0077284 ; 7.7793E-4 ; 4.97875E-4
Cs138 ; 0.00298637 ; 0.00191128 ; 0.0014692 ; 9.40287E-4 ; 1.83236E-4 ; 1.17271E-4 ; 0.00158307 ; 0.00101316
Cs138m ; 0.00298643 ; 0.00191132 ; 0.00490991 ; 0.00112928 ; 1.83236E-4 ; 1.17271E-4 ; 0.00154248 ; 9.87187E-4
Cs139 ; 0.0244584 ; 0.00782668 ; 0.0143005 ; 0.00457617 ; 0.00233923 ; 0.00149711 ; 0.00950737 ; 0.00608472
Cs140 ; 0.0287355 ; 0.00919535 ; 0.0182586 ; 0.00584276 ; 0.0110644 ; 0.0035406 ; 0.0211401 ; 0.00486223
Cs141 ; 0.0320912 ; 0.0102692 ; 0.0284454 ; 0.00910254 ; 0.0290297 ; 0.00928949 ; 0.0365971 ; 0.0117111
Cs142 ; 0.00944347 ; 0.00604382 ; 0.0127677 ; 0.00408567 ; 0.0352723 ; 0.0112871 ; 0.0325926 ; 0.0104296
Cs143 ; 0.00437119 ; 0.00279756 ; 0.00948584 ; 0.00607094 ; 0.0407129 ; 0.0130281 ; 0.0242077 ; 0.00774646
Cs144 ; 5.3313E-4 ; 3.41203E-4 ; 0.00242897 ; 0.00155454 ; 0.0296205 ; 0.00947855 ; 0.0110779 ; 0.00354493
Cs145 ; 5.021E-5 ; 3.21344E-5 ; 4.35232E-4 ; 2.78549E-4 ; 0.00990344 ; 0.0063382 ; 0.00271642 ; 0.00173851
Cs146 ; 6.26001E-7 ; 4.0064E-7 ; 2.80901E-5 ; 1.79777E-5 ; 0.00202793 ; 0.00129788 ; 5.9642E-4 ; 3.81709E-4
Cs147 ; 2.5664E-9 ; 1.6425E-9 ; 1.13313E-5 ; 7.25205E-6 ; 1.14972E-4 ; 7.35822E-5 ; 7.09267E-5 ; 4.53931E-5
Cs148 ; 1.04E-11 ; 6.65601E-12 ; 1.46001E-8 ; 9.34405E-9 ; 1.98796E-5 ; 1.27229E-5 ; 3.53E-6 ; 2.2592E-6
Cs149 ; 1.61771E-14 ; 1.03534E-14 ; 1.72694E-9 ; 1.10524E-9 ; 1.2407E-7 ; 7.94049E-8 ; 1.25101E-7 ; 8.00647E-8
Cs150 ; 0.0 ; 0.0 ; 1.23001E-12 ; 7.87204E-13 ; 1.03998E-8 ; 6.65585E-9 ; 3.45E-9 ; 2.208E-9
Cs151 ; 9.88062E-19 ; 6.3236E-19 ; 5.61839E-15 ; 3.59577E-15 ; 1.1493E-9 ; 7.35552E-10 ; 1.79918E-11 ; 1.15147E-11
Cs152 ;  ;  ; 2.9843E-17 ; 1.90995E-17 ; 1.25483E-13 ; 8.0309E-14 ; 9.11834E-13 ; 5.83574E-13
Cs153 ;  ;  ;  ;  ; 2.02641E-15 ; 1.2969E-15 ;  ; 
Cs154 ;  ;  ;  ;  ; 4.95566E-18 ; 3.17163E-18 ;  ; 
Ba129 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba131 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba132 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba133 ; 5.58E-13 ; 3.5712E-13 ; 1.43001E-13 ; 9.15205E-14 ; 0.0 ; 0.0 ; 1.38E-13 ; 8.832E-14
Ba134 ; 1.4E-10 ; 8.96001E-11 ; 5.95003E-11 ; 3.80802E-11 ; 0.0 ; 0.0 ; 4.89E-11 ; 3.1296E-11
Ba135 ; 7.20001E-9 ; 4.608E-9 ; 3.21002E-9 ; 2.05441E-9 ; 2.21995E-13 ; 1.42077E-13 ; 1.53E-9 ; 9.792E-10
Ba135m ; 7.20001E-9 ; 4.608E-9 ; 3.21002E-9 ; 2.05441E-9 ; 2.21995E-13 ; 1.42077E-13 ; 1.53E-9 ; 9.792E-10
Ba136 ; 5.0E-7 ; 3.2E-7 ; 2.27001E-7 ; 1.45281E-7 ; 2.35995E-10 ; 1.51037E-10 ; 6.85E-8 ; 4.384E-8
Ba136m ; 5.0E-7 ; 3.2E-7 ; 2.27001E-7 ; 1.45281E-7 ; 2.35995E-10 ; 1.51037E-10 ; 6.85E-8 ; 4.384E-8
Ba137 ; 5.2E-6 ; 3.328E-6 ; 3.38002E-6 ; 2.16321E-6 ; 1.10997E-9 ; 7.10384E-10 ; 4.87E-7 ; 3.1168E-7
Ba137m ; 1.273E-5 ; 8.14721E-6 ; 8.28004E-6 ; 5.29923E-6 ; 3.16993E-9 ; 2.02875E-9 ; 2.22E-6 ; 1.4208E-6
Ba138 ; 2.8619E-4 ; 1.83162E-4 ; 1.68391E-4 ; 1.0777E-4 ; 4.4899E-7 ; 2.87354E-7 ; 3.023E-5 ; 1.93472E-5
Ba139 ; 0.00253694 ; 0.00162364 ; 0.00145629 ; 9.32024E-4 ; 1.01398E-5 ; 6.48945E-6 ; 2.5321E-4 ; 1.62054E-4
Ba140 ; 0.0178747 ; 0.00571991 ; 0.0196629 ; 0.00452247 ; 1.66266E-4 ; 1.0641E-4 ; 0.00146 ; 9.344E-4
Ba141 ; 0.0380204 ; 0.0121665 ; 0.0277349 ; 0.00637902 ; 0.00192148 ; 0.00122975 ; 0.00644544 ; 0.00412508
Ba142 ; 0.0622889 ; 0.0199325 ; 0.0549155 ; 0.00439324 ; 0.00641639 ; 0.00410649 ; 0.0134185 ; 0.00429393
Ba143 ; 0.0553085 ; 0.0176987 ; 0.0686345 ; 0.0109815 ; 0.0183028 ; 0.0058569 ; 0.0222055 ; 0.00710576
Ba144 ; 0.0422027 ; 0.0135049 ; 0.0834954 ; 0.019204 ; 0.0448877 ; 0.0103242 ; 0.0246364 ; 0.00788365
Ba145 ; 0.00870013 ; 0.00556808 ; 0.029803 ; 0.00953695 ; 0.0378613 ; 0.0121156 ; 0.014937 ; 0.00477983
Ba146 ; 7.91151E-4 ; 5.06336E-4 ; 0.01032 ; 0.00330241 ; 0.0275656 ; 0.00882099 ; 0.0087692 ; 0.00561229
Ba147 ; 1.45974E-5 ; 9.34237E-6 ; 0.0010915 ; 6.98562E-4 ; 0.0112343 ; 0.00359498 ; 0.00274469 ; 0.0017566
Ba148 ; 2.36E-7 ; 1.5104E-7 ; 7.00904E-5 ; 4.48578E-5 ; 0.00312883 ; 0.00200245 ; 4.3574E-4 ; 2.78874E-4
Ba149 ; 3.92999E-9 ; 2.51519E-9 ; 3.98829E-6 ; 2.55251E-6 ; 3.47428E-4 ; 2.22354E-4 ; 6.12949E-5 ; 3.92287E-5
Ba150 ; 3.21E-11 ; 2.0544E-11 ; 8.59004E-8 ; 5.49763E-8 ; 2.41895E-5 ; 1.54813E-5 ; 3.7E-6 ; 2.368E-6
Ba151 ; 2.40035E-13 ; 1.53622E-13 ; 3.59477E-10 ; 2.30065E-10 ; 3.21833E-6 ; 2.05973E-6 ; 1.25079E-7 ; 8.00506E-8
Ba152 ; 0.0 ; 0.0 ; 2.57998E-12 ; 1.65119E-12 ; 1.37996E-8 ; 8.83172E-9 ; 6.33909E-9 ; 4.05702E-9
Ba153 ; 9.26448E-19 ; 5.92927E-19 ; 1.69676E-15 ; 1.08593E-15 ; 1.89273E-10 ; 1.21135E-10 ; 6.38047E-11 ; 4.0835E-11
