Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Rb94 ; 0.0198017 ; 0.00633653
Rb95 ; 0.0086679 ; 0.00554746
Rb96 ; 0.00247053 ; 0.00158114
Rb97 ; 4.444E-4 ; 2.84416E-4
Rb98 ; 4.454E-5 ; 2.85056E-5
Rb99 ; 4.36908E-7 ; 2.79621E-7
Rb100 ; 1.22E-7 ; 7.808E-8
Rb101 ; 5.03765E-9 ; 3.22409E-9
Rb102 ; 5.97389E-12 ; 3.82329E-12
Rb103 ; 4.37548E-13 ; 2.80031E-13
Rb104 ; 2.75223E-15 ; 1.76143E-15
Sr83 ; 0.0 ; 0.0
Sr84 ; 0.0 ; 0.0
Sr85 ; 8.1E-14 ; 5.184E-14
Sr85m ; 8.1E-14 ; 5.184E-14
Sr86 ; 3.07E-11 ; 1.9648E-11
Sr87 ; 2.63E-9 ; 1.6832E-9
Sr87m ; 5.39E-10 ; 3.4496E-10
Sr88 ; 1.47E-7 ; 9.408E-8
Sr89 ; 5.02E-6 ; 3.2128E-6
Sr90 ; 7.54E-5 ; 4.8256E-5
Sr91 ; 7.1156E-4 ; 4.55398E-4
Sr92 ; 0.00369034 ; 0.00236182
Sr93 ; 0.012258 ; 0.00392255
Sr94 ; 0.0269001 ; 0.00860802
Sr95 ; 0.0335495 ; 0.0107359
Sr96 ; 0.0294365 ; 0.00941968
Sr97 ; 0.0168904 ; 0.00540491
Sr98 ; 0.00591228 ; 0.00378386
Sr99 ; 0.00149216 ; 9.54984E-4
Sr100 ; 2.105E-4 ; 1.3472E-4
Sr101 ; 1.7205E-5 ; 1.10112E-5
Sr102 ; 9.28994E-7 ; 5.94556E-7
Sr103 ; 4.98445E-8 ; 3.19005E-8
Sr104 ; 4.27997E-10 ; 2.73918E-10
Sr105 ; 1.17665E-12 ; 7.53058E-13
Sr106 ; 8.8393E-14 ; 5.65715E-14
Y85 ; 0.0 ; 0.0
Y87 ; 2.46E-14 ; 1.5744E-14
Y88 ; 4.54E-12 ; 2.9056E-12
Y89 ; 1.12E-10 ; 7.168E-11
Y89m ; 5.45E-10 ; 3.488E-10
Y90 ; 1.915E-8 ; 1.2256E-8
Y90m ; 1.915E-8 ; 1.2256E-8
Y91 ; 7.1E-7 ; 4.544E-7
Y91m ; 7.1E-7 ; 4.544E-7
Y92 ; 2.696E-5 ; 1.72544E-5
Y93 ; 1.57795E-4 ; 1.00989E-4
Y93m ; 1.57795E-4 ; 1.00989E-4
Y94 ; 0.002269 ; 0.00145216
Y95 ; 0.0084332 ; 0.00539725
Y96 ; 0.00194367 ; 0.00124395
Y96m ; 0.0196526 ; 0.00628883
Y97 ; 0.0173547 ; 0.011107
Y97m ; 0.0173547 ; 0.011107
Y98 ; 0.018048 ; 0.00577537
Y98m ; 0.0180471 ; 0.00577506
Y99 ; 0.0279207 ; 0.00893463
Y100 ; 0.0128577 ; 0.00411445
Y101 ; 0.003745 ; 0.0023968
Y102 ; 7.2602E-4 ; 4.64653E-4
Y103 ; 7.66102E-5 ; 4.90305E-5
Y104 ; 4.99E-6 ; 3.1936E-6
Y105 ; 6.0323E-8 ; 3.86067E-8
Y106 ; 3.31961E-9 ; 2.12455E-9
Y107 ; 0.0 ; 0.0
Y108 ; 0.0 ; 0.0
Y109 ; 0.0 ; 0.0
Y111 ; 0.0 ; 0.0
Zr87 ; 0.0 ; 0.0
Zr88 ; 0.0 ; 0.0
Zr89 ; 0.0 ; 0.0
Zr90 ; 2.915E-13 ; 1.8656E-13
Zr90m ; 2.915E-13 ; 1.8656E-13
Zr91 ; 8.87E-11 ; 5.6768E-11
Zr92 ; 6.61E-9 ; 4.2304E-9
Zr93 ; 2.97E-7 ; 1.9008E-7
Zr94 ; 8.0E-6 ; 5.12E-6
Zr95 ; 1.0358E-4 ; 6.62912E-5
Zr96 ; 9.0544E-4 ; 5.79482E-4
Zr97 ; 0.0045192 ; 0.00289229
Zr98 ; 0.0140969 ; 0.00451101
